configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612612,0m1.332s
1,tiff,1,1,0,1,1612745,0m1.339s
10,png,1,0,1,1,1577712,0m3.061s
11,png,1,0,0,1,1577745,0m3.117s
12,png,0,1,0,0,2357295,0m5.072s
13,png,0,0,0,0,2357306,0m5.076s
14,png,0,0,0,1,2341654,0m4.882s
15,png,0,1,1,0,2357301,0m5.077s
2,tiff,1,0,1,1,1612737,0m1.332s
3,tiff,1,0,0,1,1612631,0m1.329s
4,tiff,0,1,0,0,2761978,0m1.407s
5,tiff,0,0,0,0,2761386,0m1.426s
6,tiff,0,0,0,1,2744981,0m1.374s
7,tiff,0,1,1,0,2761842,0m1.388s
8,png,1,1,1,1,1577743,0m3.129s
9,png,1,1,0,1,1577729,0m3.094s
