configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273959,0m5.454s
1,tiff,1,1,0,1,3274056,0m5.452s
10,png,1,0,1,1,3254955,0m8.827s
11,png,1,0,0,1,3254947,0m8.830s
12,png,0,1,0,0,8502374,0m26.155s
13,png,0,0,0,0,8502335,0m26.064s
14,png,0,0,0,1,8502334,0m26.283s
15,png,0,1,1,0,8502371,0m26.068s
2,tiff,1,0,1,1,3274085,0m5.456s
3,tiff,1,0,0,1,3273991,0m5.442s
4,tiff,0,1,0,0,10068898,0m6.145s
5,tiff,0,0,0,0,10068816,0m6.165s
6,tiff,0,0,0,1,10068907,0m6.120s
7,tiff,0,1,1,0,10068888,0m6.178s
8,png,1,1,1,1,3254921,0m8.781s
9,png,1,1,0,1,3254978,0m8.854s
