configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213384,0m4.171s
1,tiff,1,1,0,1,2214657,0m4.172s
10,png,1,0,1,1,1753303,0m8.205s
11,png,1,0,0,1,1753337,0m8.228s
12,png,0,1,0,0,1894557,0m8.269s
13,png,0,0,0,0,1894317,0m8.329s
14,png,0,0,0,1,1894635,0m8.252s
15,png,0,1,1,0,1894336,0m8.275s
2,tiff,1,0,1,1,2214709,0m4.146s
3,tiff,1,0,0,1,2213135,0m4.212s
4,tiff,0,1,0,0,2401005,0m4.155s
5,tiff,0,0,0,0,2401001,0m4.224s
6,tiff,0,0,0,1,2399984,0m4.151s
7,tiff,0,1,1,0,2401166,0m4.284s
8,png,1,1,1,1,1753337,0m8.206s
9,png,1,1,0,1,1753310,0m8.203s
