configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205835,0m1.142s
1,tiff,1,1,0,1,1205862,0m1.172s
10,png,1,0,1,1,1349664,0m2.507s
11,png,1,0,0,1,1349600,0m2.553s
12,png,0,1,0,0,3177536,0m5.023s
13,png,0,0,0,0,3178115,0m5.005s
14,png,0,0,0,1,3177547,0m4.995s
15,png,0,1,1,0,3177545,0m5.024s
2,tiff,1,0,1,1,1205623,0m1.168s
3,tiff,1,0,0,1,1205597,0m1.137s
4,tiff,0,1,0,0,3875927,0m1.330s
5,tiff,0,0,0,0,3875896,0m1.320s
6,tiff,0,0,0,1,3875933,0m1.330s
7,tiff,0,1,1,0,3875928,0m1.305s
8,png,1,1,1,1,1349670,0m2.564s
9,png,1,1,0,1,1349687,0m2.534s
