configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.684s
1,tiff,1,1,0,1,739163,0m1.696s
10,png,1,0,1,1,739160,0m1.691s
11,png,1,0,0,1,739164,0m1.729s
12,png,0,1,0,0,3168070,0m5.433s
13,png,0,0,0,0,3168073,0m5.431s
14,png,0,0,0,1,3168074,0m5.409s
15,png,0,1,1,0,3168071,0m5.425s
2,tiff,1,0,1,1,739163,0m1.690s
3,tiff,1,0,0,1,739163,0m1.706s
4,tiff,0,1,0,0,4807632,0m1.826s
5,tiff,0,0,0,0,4807725,0m1.794s
6,tiff,0,0,0,1,4807625,0m1.799s
7,tiff,0,1,1,0,4807732,0m1.801s
8,png,1,1,1,1,739164,0m1.708s
9,png,1,1,0,1,739164,0m1.722s
