configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14838428,0m3.178s
1,50%,xz,-3,1,14777004,0m9.969s
10,100%,xz,-9,1,13374160,0m28.608s
11,50%,lzma,-6,16,13497551,0m25.704s
12,75%,xz,-3,32,14838428,0m3.198s
13,50%,lzma,-3,16,14775082,0m9.828s
14,50%,lzma,-6,32,13497551,0m25.650s
15,50%,xz,-6,32,13577880,0m13.593s
16,75%,lzma,-3,16,14775082,0m9.829s
17,75%,lzma,-6,32,13497551,0m25.605s
18,100%,lzma,-6,1,13497551,0m25.824s
19,75%,lzma,-3,1,14775082,0m9.945s
2,75%,xz,-9,16,13374168,0m28.648s
20,75%,lzma,-6,1,13497551,0m25.675s
21,75%,lzma,-6,16,13497551,0m25.953s
22,100%,xz,-9,32,13374168,0m28.646s
23,100%,xz,-9,16,13374168,0m28.615s
24,50%,lzma,-9,32,13365111,0m28.894s
25,50%,lzma,-3,32,14775082,0m9.840s
26,100%,xz,-3,1,14777004,0m9.950s
27,100%,lzma,-9,16,13365111,0m28.595s
28,100%,lzma,-3,1,14775082,0m9.841s
29,50%,lzma,-6,1,13497551,0m25.794s
3,100%,xz,-6,32,13577880,0m13.373s
4,50%,lzma,-3,1,14775082,0m9.897s
5,75%,xz,-3,1,14777004,0m9.960s
6,100%,lzma,-6,16,13497551,0m25.715s
7,75%,xz,-6,32,13577880,0m13.563s
8,50%,xz,-3,32,14838428,0m3.264s
9,75%,xz,-9,32,13374168,0m28.561s
