configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001852,0m2.722s
1,50%,xz,-3,1,3001844,0m2.671s
10,100%,xz,-9,1,2750272,0m5.590s
11,50%,lzma,-6,16,2749760,0m5.501s
12,75%,xz,-3,32,3001852,0m2.703s
13,50%,lzma,-3,16,3001334,0m2.676s
14,50%,lzma,-6,32,2749760,0m5.475s
15,50%,xz,-6,32,2750236,0m5.449s
16,75%,lzma,-3,16,3001334,0m2.695s
17,75%,lzma,-6,32,2749760,0m5.472s
18,100%,lzma,-6,1,2749760,0m5.510s
19,75%,lzma,-3,1,3001334,0m2.680s
2,75%,xz,-9,16,2750280,0m5.540s
20,75%,lzma,-6,1,2749760,0m5.469s
21,75%,lzma,-6,16,2749760,0m5.460s
22,100%,xz,-9,32,2750280,0m5.586s
23,100%,xz,-9,16,2750280,0m5.553s
24,50%,lzma,-9,32,2749803,0m5.575s
25,50%,lzma,-3,32,3001334,0m2.652s
26,100%,xz,-3,1,3001844,0m2.676s
27,100%,lzma,-9,16,2749803,0m5.569s
28,100%,lzma,-3,1,3001334,0m2.687s
29,50%,lzma,-6,1,2749760,0m5.522s
3,100%,xz,-6,32,2750236,0m5.443s
4,50%,lzma,-3,1,3001334,0m2.671s
5,75%,xz,-3,1,3001844,0m2.736s
6,100%,lzma,-6,16,2749760,0m5.450s
7,75%,xz,-6,32,2750236,0m5.442s
8,50%,xz,-3,32,3001852,0m2.679s
9,75%,xz,-9,32,2750280,0m5.595s
