configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536650,0m1.861s
1,tiff,1,1,0,1,1536660,0m1.870s
10,png,1,0,1,1,1615771,0m3.516s
11,png,1,0,0,1,1615755,0m3.534s
12,png,0,1,0,0,1843159,0m3.708s
13,png,0,0,0,0,1843146,0m3.657s
14,png,0,0,0,1,1843172,0m3.687s
15,png,0,1,1,0,1843152,0m3.728s
2,tiff,1,0,1,1,1536662,0m1.878s
3,tiff,1,0,0,1,1536654,0m1.834s
4,tiff,0,1,0,0,1795136,0m1.910s
5,tiff,0,0,0,0,1795021,0m1.841s
6,tiff,0,0,0,1,1795004,0m1.839s
7,tiff,0,1,1,0,1795128,0m1.894s
8,png,1,1,1,1,1615767,0m3.565s
9,png,1,1,0,1,1615764,0m3.527s
