configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362671,0m6.099s
1,tiff,1,1,0,1,6362672,0m6.078s
10,png,1,0,1,1,6662487,0m12.295s
11,png,1,0,0,1,6662489,0m12.199s
12,png,0,1,0,0,10651912,0m31.782s
13,png,0,0,0,0,10651942,0m32.080s
14,png,0,0,0,1,10651929,0m31.768s
15,png,0,1,1,0,10651971,0m31.804s
2,tiff,1,0,1,1,6362697,0m6.041s
3,tiff,1,0,0,1,6362678,0m6.054s
4,tiff,0,1,0,0,11409247,0m9.303s
5,tiff,0,0,0,0,11409313,0m9.366s
6,tiff,0,0,0,1,11409511,0m9.253s
7,tiff,0,1,1,0,11409281,0m9.282s
8,png,1,1,1,1,6662486,0m12.291s
9,png,1,1,0,1,6662485,0m12.235s
