configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213107,0m4.176s
1,tiff,1,1,0,1,2214465,0m4.180s
10,png,1,0,1,1,1753337,0m8.181s
11,png,1,0,0,1,1753301,0m8.223s
12,png,0,1,0,0,1894485,0m8.222s
13,png,0,0,0,0,1894561,0m8.225s
14,png,0,0,0,1,1894327,0m8.261s
15,png,0,1,1,0,1894602,0m8.295s
2,tiff,1,0,1,1,2214499,0m4.227s
3,tiff,1,0,0,1,2214629,0m4.135s
4,tiff,0,1,0,0,2400357,0m4.228s
5,tiff,0,0,0,0,2400428,0m4.233s
6,tiff,0,0,0,1,2401012,0m4.189s
7,tiff,0,1,1,0,2400382,0m4.180s
8,png,1,1,1,1,1753372,0m8.236s
9,png,1,1,0,1,1753350,0m8.234s
