--disable-avs,--disable-swscale,--disable-lavf,--disable-ffms,--disable-gpac,--disable-lsmash,--enable-lto,--enable-debug,--enable-gprof,--enable-strip,--enable-pic,--disable-asm,--enable-shared,--enable-static,--enable-bashcompletion,--disable-cli,--disable-bashcompletion,--disable-opencl,--disable-gpl,--disable-thread,--disable-win32thread,--disable-interlaced,--system-libx264,--bit-depth=8,--bit-depth=10,--bit-depth=all,--chroma-format=400,--chroma-format=420,--chroma-format=422,--chroma-format=444,--chroma-format=all,binary-size,unit,nr-of-gadgets
false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,true,1829424,bytes,63895
false,false,false,true,true,false,true,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true,true,false,true,false,false,false,true,false,false,3096112,bytes,106878
false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,true,true,false,true,true,false,true,false,false,true,false,false,true,false,false,3096112,bytes,106878
true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,false,false,false,false,false,true,960376,bytes,34285
false,false,true,true,false,true,false,true,true,true,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,1370504,bytes,49977
true,false,false,false,false,true,false,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,false,3096112,bytes,106878
true,false,true,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,true,3096112,bytes,106878
false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,1464760,bytes,47537
false,true,true,true,true,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,5401808,bytes,44937
true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,false,true,false,false,false,false,1333032,bytes,46786
false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,3096112,bytes,106878
false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,1382920,bytes,50118
false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,2155792,bytes,80521
false,false,true,false,false,false,true,false,true,true,false,true,false,false,false,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,true,1492704,bytes,53665
true,false,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,1649128,bytes,53371
false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,1616640,bytes,53476
true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,false,false,false,false,true,false,false,3096112,bytes,106878
false,false,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,1691312,bytes,61827
false,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,1604984,bytes,58403
false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,true,true,true,false,true,false,false,true,false,false,true,false,false,3096112,bytes,106878
false,false,false,true,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,true,985496,bytes,36126
true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,867624,bytes,30703
false,false,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,1114352,bytes,43701
true,true,true,true,false,true,true,false,true,true,false,true,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,992632,bytes,33234
false,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,1383248,bytes,48629
true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,true,false,true,false,false,false,false,true,false,3096112,bytes,106878
false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,false,false,false,true,1575576,bytes,53151
false,true,true,true,false,false,true,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,3096112,bytes,106878
false,false,true,true,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,1644232,bytes,54957
true,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,3096112,bytes,106878
true,true,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,1279848,bytes,42191
