--disable-avs,--disable-swscale,--disable-lavf,--disable-ffms,--disable-gpac,--disable-lsmash,--enable-lto,--enable-debug,--enable-gprof,--enable-strip,--enable-pic,--disable-asm,--enable-shared,--enable-static,--enable-bashcompletion,--disable-cli,--disable-bashcompletion,--disable-opencl,--disable-gpl,--disable-thread,--disable-win32thread,--disable-interlaced,--system-libx264,--bit-depth=8,--bit-depth=10,--bit-depth=all,--chroma-format=400,--chroma-format=420,--chroma-format=422,--chroma-format=444,--chroma-format=all,binary-size,unit,nr-of-gadgets
true,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,3096112,bytes,106878
true,false,true,false,true,true,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,false,934824,bytes,31399
true,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,true,1461608,bytes,47762
true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,1736784,bytes,63126
false,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,false,false,true,3096112,bytes,106878
true,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,true,3096112,bytes,106878
true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,false,true,true,false,true,true,true,false,false,false,false,true,false,false,false,false,1510272,bytes,52949
true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,3096112,bytes,106878
true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,false,false,3096112,bytes,106878
true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,true,false,false,false,1232952,bytes,45921
true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,true,2925064,bytes,102638
true,true,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,1231624,bytes,41413
false,true,true,true,true,false,true,false,false,false,true,true,false,false,true,false,false,true,true,true,false,true,false,true,false,false,true,false,false,false,false,1422416,bytes,49343
false,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,false,3096112,bytes,106878
true,false,false,false,true,true,true,false,true,false,true,false,false,false,false,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,true,3096112,bytes,106878
true,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,true,false,true,false,true,false,false,false,false,3096112,bytes,106878
false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,3096112,bytes,106878
true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,false,false,true,true,false,false,false,false,3096112,bytes,106878
false,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,1362400,bytes,46469
true,false,false,false,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,false,true,false,false,true,false,false,false,false,false,true,1017544,bytes,37198
true,false,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,2087304,bytes,71086
false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,1663312,bytes,63011
true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,2678136,bytes,92621
true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,2200744,bytes,71293
true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,false,true,1192112,bytes,47040
false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,1187440,bytes,38920
true,false,true,false,true,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,false,false,true,2824984,bytes,99580
false,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,2046408,bytes,70401
true,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,2077304,bytes,75982
false,false,true,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,1113936,bytes,43162
true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,1836240,bytes,64448
