,--disable-avs,--disable-swscale,--disable-lavf,--disable-ffms,--disable-gpac,--disable-lsmash,--enable-lto,--enable-debug,--enable-gprof,--enable-strip,--enable-pic,--disable-asm,--enable-shared,--enable-static,--enable-bashcompletion,--disable-cli,--disable-bashcompletion,--disable-opencl,--disable-gpl,--disable-thread,--disable-win32thread,--disable-interlaced,--system-libx264,--bit-depth=8,--bit-depth=10,--bit-depth=all,--chroma-format=400,--chroma-format=420,--chroma-format=422,--chroma-format=444,--chroma-format=all,binary-size,unit,nr-of-gadgets
164,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,2054216,bytes,68420
165,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,1532024,bytes,54772
166,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,5764200,bytes,55489
167,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,5583496,bytes,38687
168,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
169,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,1829424,bytes,63895
170,False,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
171,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
172,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,960376,bytes,34285
173,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,1370504,bytes,49977
174,True,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,3096112,bytes,106878
175,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,3096112,bytes,106878
176,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,1464760,bytes,47537
177,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,5401808,bytes,44937
178,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,1333032,bytes,46786
179,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,3096112,bytes,106878
180,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1382920,bytes,50118
181,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2155792,bytes,80521
182,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,1492704,bytes,53665
183,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1649128,bytes,53371
184,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1616640,bytes,53476
185,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
186,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1691312,bytes,61827
187,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,1604984,bytes,58403
188,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
189,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,985496,bytes,36126
190,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,867624,bytes,30703
191,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,1114352,bytes,43701
192,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,992632,bytes,33234
193,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,1383248,bytes,48629
194,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
195,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,1575576,bytes,53151
196,False,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,3096112,bytes,106878
197,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,1644232,bytes,54957
198,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
199,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1279848,bytes,42191
0,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,900568,bytes,35477
1,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
2,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,1738872,bytes,60545
3,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,3096112,bytes,106878
4,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2585520,bytes,93219
5,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,1493016,bytes,48192
6,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,3096112,bytes,106878
7,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,3096112,bytes,106878
8,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,2842504,bytes,89014
9,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
10,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,3096112,bytes,106878
11,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,1595976,bytes,52128
12,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,1087608,bytes,39033
13,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
14,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
15,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,3096112,bytes,106878
16,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,1776272,bytes,61067
17,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,1595168,bytes,49980
18,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
19,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2371280,bytes,76261
20,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
21,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,1225640,bytes,43372
22,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,2026760,bytes,71825
23,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,3096112,bytes,106878
24,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,1084336,bytes,38004
25,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,3096112,bytes,106878
26,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1901712,bytes,63126
27,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
28,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
29,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,2041512,bytes,67560
30,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
31,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,1346944,bytes,46453
32,False,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,1581208,bytes,50434
33,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1599984,bytes,56043
34,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,1924568,bytes,62165
35,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,3096112,bytes,106878
36,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,1484584,bytes,51706
37,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
38,False,False,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,3096112,bytes,106878
39,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
40,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,3096112,bytes,106878
41,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
42,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,2491640,bytes,87076
43,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,1365424,bytes,48728
44,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
45,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,1408464,bytes,49625
46,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
47,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,1232760,bytes,45455
48,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,3096112,bytes,106878
49,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1011032,bytes,39635
50,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
51,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,3096112,bytes,106878
52,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
53,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
54,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1035808,bytes,40938
55,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,1075448,bytes,38856
56,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,1716376,bytes,58808
57,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,1057976,bytes,36799
58,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
59,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,1067096,bytes,38074
60,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,1652632,bytes,54609
61,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,2529520,bytes,82207
62,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2681448,bytes,93280
63,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,3096112,bytes,106878
64,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,1721456,bytes,58215
65,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
66,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,1286312,bytes,43634
67,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,3096112,bytes,106878
68,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,2139992,bytes,72182
69,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
70,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1371360,bytes,50626
71,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,3096112,bytes,106878
72,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,1441872,bytes,48950
73,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
74,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,3096112,bytes,106878
75,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1776040,bytes,66159
76,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
77,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,2150488,bytes,77865
78,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,2072920,bytes,76003
79,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1151280,bytes,44847
80,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,2202568,bytes,71318
81,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,1765048,bytes,57136
82,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,3096112,bytes,106878
83,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,3096112,bytes,106878
84,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,2765472,bytes,90556
85,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
86,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,2654416,bytes,102598
87,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,940496,bytes,33697
88,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,3096112,bytes,106878
89,False,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
90,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,3096112,bytes,106878
91,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
92,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
93,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,1869096,bytes,63718
94,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,2036720,bytes,77504
95,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,2365336,bytes,85596
96,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,966048,bytes,39103
97,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,1548472,bytes,58495
98,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
99,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
100,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,921528,bytes,33399
101,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,1338912,bytes,50286
102,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,1765304,bytes,64767
103,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
104,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
105,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,1802872,bytes,59456
106,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,2309072,bytes,74041
107,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
108,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1708104,bytes,58518
109,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,1654472,bytes,53762
110,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,2072016,bytes,76761
111,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2721112,bytes,104098
112,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
113,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
114,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2926848,bytes,94002
115,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,938896,bytes,33638
116,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,2248720,bytes,85882
117,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,1552592,bytes,50012
118,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,2587432,bytes,92517
119,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
120,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,3096112,bytes,106878
121,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,911560,bytes,30574
122,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,1235248,bytes,43270
123,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,1171008,bytes,46434
124,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,1733968,bytes,54396
125,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,843448,bytes,32898
126,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1584560,bytes,56495
127,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,846968,bytes,31896
128,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1759400,bytes,64902
129,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,3096112,bytes,106878
130,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
131,False,True,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,3096112,bytes,106878
132,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,3096112,bytes,106878
133,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,3096112,bytes,106878
134,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
135,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,3096112,bytes,106878
136,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,2152456,bytes,72737
137,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,1177784,bytes,43889
138,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
139,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1189784,bytes,42709
140,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1192288,bytes,42289
141,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,2017656,bytes,68474
142,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,3096112,bytes,106878
143,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,3096112,bytes,106878
144,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,3096112,bytes,106878
145,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,1961904,bytes,72828
146,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2384416,bytes,86132
