configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3274046,0m5.430s
1,tiff,1,1,0,1,3273976,0m5.452s
10,png,1,0,1,1,3254953,0m8.838s
11,png,1,0,0,1,3254939,0m8.802s
12,png,0,1,0,0,8502359,0m25.991s
13,png,0,0,0,0,8502350,0m26.165s
14,png,0,0,0,1,8502348,0m25.972s
15,png,0,1,1,0,8502352,0m26.207s
2,tiff,1,0,1,1,3274044,0m5.414s
3,tiff,1,0,0,1,3273920,0m5.433s
4,tiff,0,1,0,0,10068858,0m6.085s
5,tiff,0,0,0,0,10068905,0m6.069s
6,tiff,0,0,0,1,10068920,0m6.126s
7,tiff,0,1,1,0,10068898,0m6.086s
8,png,1,1,1,1,3254929,0m8.916s
9,png,1,1,0,1,3254931,0m8.803s
