configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205617,0m1.162s
1,tiff,1,1,0,1,1205596,0m1.168s
10,png,1,0,1,1,1349675,0m2.510s
11,png,1,0,0,1,1349661,0m2.507s
12,png,0,1,0,0,3178113,0m4.978s
13,png,0,0,0,0,3177540,0m4.955s
14,png,0,0,0,1,3177560,0m4.950s
15,png,0,1,1,0,3177557,0m4.997s
2,tiff,1,0,1,1,1205829,0m1.161s
3,tiff,1,0,0,1,1205573,0m1.153s
4,tiff,0,1,0,0,3875912,0m1.306s
5,tiff,0,0,0,0,3875916,0m1.323s
6,tiff,0,0,0,1,3876385,0m1.385s
7,tiff,0,1,1,0,3875934,0m1.299s
8,png,1,1,1,1,1349683,0m2.532s
9,png,1,1,0,1,1349686,0m2.520s
