configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853744,0m2.946s
1,50%,xz,-3,1,4853736,0m2.900s
10,100%,xz,-9,1,4415072,0m3.682s
11,50%,lzma,-6,16,4414351,0m3.739s
12,75%,xz,-3,32,4853744,0m2.939s
13,50%,lzma,-3,16,4852943,0m2.879s
14,50%,lzma,-6,32,4414351,0m3.739s
15,50%,xz,-6,32,4415080,0m3.780s
16,75%,lzma,-3,16,4852943,0m2.858s
17,75%,lzma,-6,32,4414351,0m3.726s
18,100%,lzma,-6,1,4414351,0m3.725s
19,75%,lzma,-3,1,4852943,0m2.860s
2,75%,xz,-9,16,4415080,0m3.693s
20,75%,lzma,-6,1,4414351,0m3.742s
21,75%,lzma,-6,16,4414351,0m3.754s
22,100%,xz,-9,32,4415080,0m3.652s
23,100%,xz,-9,16,4415080,0m3.692s
24,50%,lzma,-9,32,4414351,0m3.683s
25,50%,lzma,-3,32,4852943,0m2.882s
26,100%,xz,-3,1,4853736,0m2.897s
27,100%,lzma,-9,16,4414351,0m3.668s
28,100%,lzma,-3,1,4852943,0m2.876s
29,50%,lzma,-6,1,4414351,0m3.751s
3,100%,xz,-6,32,4415080,0m3.751s
4,50%,lzma,-3,1,4852943,0m2.903s
5,75%,xz,-3,1,4853736,0m2.907s
6,100%,lzma,-6,16,4414351,0m3.727s
7,75%,xz,-6,32,4415080,0m3.761s
8,50%,xz,-3,32,4853744,0m2.966s
9,75%,xz,-9,32,4415080,0m3.690s
