configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536652,0m1.851s
1,tiff,1,1,0,1,1536662,0m1.865s
10,png,1,0,1,1,1615750,0m3.524s
11,png,1,0,0,1,1615765,0m3.579s
12,png,0,1,0,0,1843156,0m3.760s
13,png,0,0,0,0,1843160,0m3.694s
14,png,0,0,0,1,1843157,0m3.695s
15,png,0,1,1,0,1843144,0m3.733s
2,tiff,1,0,1,1,1536656,0m1.848s
3,tiff,1,0,0,1,1536649,0m1.885s
4,tiff,0,1,0,0,1795123,0m1.887s
5,tiff,0,0,0,0,1795149,0m1.936s
6,tiff,0,0,0,1,1795111,0m1.864s
7,tiff,0,1,1,0,1795139,0m1.893s
8,png,1,1,1,1,1615773,0m3.543s
9,png,1,1,0,1,1615770,0m3.528s
