configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362654,0m6.172s
1,tiff,1,1,0,1,6362654,0m6.157s
10,png,1,0,1,1,6662463,0m12.279s
11,png,1,0,0,1,6662717,0m12.342s
12,png,0,1,0,0,10651924,0m31.972s
13,png,0,0,0,0,10651916,0m32.056s
14,png,0,0,0,1,10651886,0m31.839s
15,png,0,1,1,0,10651971,0m31.750s
2,tiff,1,0,1,1,6362689,0m6.148s
3,tiff,1,0,0,1,6362648,0m6.141s
4,tiff,0,1,0,0,11409288,0m9.336s
5,tiff,0,0,0,0,11409676,0m9.460s
6,tiff,0,0,0,1,11409197,0m9.446s
7,tiff,0,1,1,0,11409393,0m9.505s
8,png,1,1,1,1,6662490,0m12.439s
9,png,1,1,0,1,6662750,0m12.398s
