configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,111,0m3.158s
1,tiff,1,1,0,1,111,0m3.177s
10,png,1,0,1,1,111,0m3.143s
11,png,1,0,0,1,111,0m3.172s
12,png,0,1,0,0,111,0m3.179s
13,png,0,0,0,0,111,0m3.140s
14,png,0,0,0,1,111,0m3.152s
15,png,0,1,1,0,111,0m3.147s
2,tiff,1,0,1,1,111,0m3.148s
3,tiff,1,0,0,1,111,0m3.144s
4,tiff,0,1,0,0,111,0m3.148s
5,tiff,0,0,0,0,111,0m3.145s
6,tiff,0,0,0,1,111,0m3.181s
7,tiff,0,1,1,0,111,0m3.190s
8,png,1,1,1,1,111,0m3.175s
9,png,1,1,0,1,111,0m3.144s
