configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.613s
1,50%,xz,-3,1,2131652,0m2.578s
10,100%,xz,-9,1,1738884,0m11.564s
11,50%,lzma,-6,16,1778958,0m11.147s
12,75%,xz,-3,32,2131652,0m2.582s
13,50%,lzma,-3,16,2131278,0m2.513s
14,50%,lzma,-6,32,1778958,0m11.104s
15,50%,xz,-6,32,1779272,0m11.213s
16,75%,lzma,-3,16,2131278,0m2.479s
17,75%,lzma,-6,32,1778958,0m11.000s
18,100%,lzma,-6,1,1778958,0m11.046s
19,75%,lzma,-3,1,2131278,0m2.479s
2,75%,xz,-9,16,1738884,0m11.504s
20,75%,lzma,-6,1,1778958,0m11.010s
21,75%,lzma,-6,16,1778958,0m11.021s
22,100%,xz,-9,32,1738884,0m11.554s
23,100%,xz,-9,16,1738884,0m11.520s
24,50%,lzma,-9,32,1738572,0m11.476s
25,50%,lzma,-3,32,2131278,0m2.502s
26,100%,xz,-3,1,2131652,0m2.579s
27,100%,lzma,-9,16,1738572,0m11.426s
28,100%,lzma,-3,1,2131278,0m2.501s
29,50%,lzma,-6,1,1778958,0m11.012s
3,100%,xz,-6,32,1779272,0m11.104s
4,50%,lzma,-3,1,2131278,0m2.481s
5,75%,xz,-3,1,2131652,0m2.558s
6,100%,lzma,-6,16,1778958,0m11.039s
7,75%,xz,-6,32,1779272,0m11.112s
8,50%,xz,-3,32,2131652,0m2.576s
9,75%,xz,-9,32,1738884,0m11.545s
