configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001844,0m2.655s
1,50%,xz,-3,1,3001844,0m2.620s
10,100%,xz,-9,1,2750272,0m5.300s
11,50%,lzma,-6,16,2749760,0m5.166s
12,75%,xz,-3,32,3001844,0m2.636s
13,50%,lzma,-3,16,3001334,0m2.646s
14,50%,lzma,-6,32,2749760,0m5.164s
15,50%,xz,-6,32,2750228,0m5.152s
16,75%,lzma,-3,16,3001334,0m2.622s
17,75%,lzma,-6,32,2749760,0m5.149s
18,100%,lzma,-6,1,2749760,0m5.166s
19,75%,lzma,-3,1,3001334,0m2.615s
2,75%,xz,-9,16,2750272,0m5.243s
20,75%,lzma,-6,1,2749760,0m5.137s
21,75%,lzma,-6,16,2749760,0m5.154s
22,100%,xz,-9,32,2750272,0m5.242s
23,100%,xz,-9,16,2750272,0m5.255s
24,50%,lzma,-9,32,2749803,0m5.263s
25,50%,lzma,-3,32,3001334,0m2.580s
26,100%,xz,-3,1,3001844,0m2.618s
27,100%,lzma,-9,16,2749803,0m5.284s
28,100%,lzma,-3,1,3001334,0m2.614s
29,50%,lzma,-6,1,2749760,0m5.134s
3,100%,xz,-6,32,2750228,0m5.141s
4,50%,lzma,-3,1,3001334,0m2.620s
5,75%,xz,-3,1,3001844,0m2.647s
6,100%,lzma,-6,16,2749760,0m5.130s
7,75%,xz,-6,32,2750228,0m5.161s
8,50%,xz,-3,32,3001844,0m2.641s
9,75%,xz,-9,32,2750272,0m5.284s
