configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m3.997s
1,50%,xz,-3,1,3382412,0m3.933s
10,100%,xz,-9,1,2830604,0m7.996s
11,50%,lzma,-6,16,2831189,0m7.844s
12,75%,xz,-3,32,3382412,0m4.002s
13,50%,lzma,-3,16,3381840,0m3.988s
14,50%,lzma,-6,32,2831189,0m7.800s
15,50%,xz,-6,32,2831676,0m7.875s
16,75%,lzma,-3,16,3381840,0m4.000s
17,75%,lzma,-6,32,2831189,0m7.864s
18,100%,lzma,-6,1,2831189,0m7.808s
19,75%,lzma,-3,1,3381840,0m3.974s
2,75%,xz,-9,16,2830604,0m8.000s
20,75%,lzma,-6,1,2831189,0m7.762s
21,75%,lzma,-6,16,2831189,0m7.914s
22,100%,xz,-9,32,2830604,0m8.047s
23,100%,xz,-9,16,2830604,0m8.004s
24,50%,lzma,-9,32,2830116,0m7.999s
25,50%,lzma,-3,32,3381840,0m4.008s
26,100%,xz,-3,1,3382412,0m3.993s
27,100%,lzma,-9,16,2830116,0m7.945s
28,100%,lzma,-3,1,3381840,0m4.028s
29,50%,lzma,-6,1,2831189,0m7.845s
3,100%,xz,-6,32,2831676,0m7.926s
4,50%,lzma,-3,1,3381840,0m3.987s
5,75%,xz,-3,1,3382412,0m3.992s
6,100%,lzma,-6,16,2831189,0m7.846s
7,75%,xz,-6,32,2831676,0m7.890s
8,50%,xz,-3,32,3382412,0m3.973s
9,75%,xz,-9,32,2830604,0m8.022s
