configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.700s
1,50%,xz,-3,1,1677976,0m1.731s
10,100%,xz,-9,1,1317152,0m4.810s
11,50%,lzma,-6,16,1316901,0m4.732s
12,75%,xz,-3,32,1677976,0m1.712s
13,50%,lzma,-3,16,1677670,0m1.713s
14,50%,lzma,-6,32,1316901,0m4.750s
15,50%,xz,-6,32,1317152,0m4.753s
16,75%,lzma,-3,16,1677670,0m1.670s
17,75%,lzma,-6,32,1316901,0m4.720s
18,100%,lzma,-6,1,1316901,0m4.714s
19,75%,lzma,-3,1,1677670,0m1.698s
2,75%,xz,-9,16,1317152,0m4.830s
20,75%,lzma,-6,1,1316901,0m4.741s
21,75%,lzma,-6,16,1316901,0m4.750s
22,100%,xz,-9,32,1317152,0m4.854s
23,100%,xz,-9,16,1317152,0m4.837s
24,50%,lzma,-9,32,1316901,0m4.804s
25,50%,lzma,-3,32,1677670,0m1.697s
26,100%,xz,-3,1,1677976,0m1.710s
27,100%,lzma,-9,16,1316901,0m4.793s
28,100%,lzma,-3,1,1677670,0m1.679s
29,50%,lzma,-6,1,1316901,0m4.719s
3,100%,xz,-6,32,1317152,0m4.803s
4,50%,lzma,-3,1,1677670,0m1.692s
5,75%,xz,-3,1,1677976,0m1.716s
6,100%,lzma,-6,16,1316901,0m4.752s
7,75%,xz,-6,32,1317152,0m4.756s
8,50%,xz,-3,32,1677976,0m1.702s
9,75%,xz,-9,32,1317152,0m4.880s
