configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4248448,0m2.043s
1,50%,xz,-3,1,4244480,0m3.052s
10,100%,xz,-9,1,3763616,0m8.360s
11,50%,lzma,-6,16,3786768,0m7.976s
12,75%,xz,-3,32,4248448,0m2.063s
13,50%,lzma,-3,16,4243773,0m2.993s
14,50%,lzma,-6,32,3786768,0m8.020s
15,50%,xz,-6,32,3787408,0m8.033s
16,75%,lzma,-3,16,4243773,0m2.982s
17,75%,lzma,-6,32,3786768,0m7.986s
18,100%,lzma,-6,1,3786768,0m7.956s
19,75%,lzma,-3,1,4243773,0m3.044s
2,75%,xz,-9,16,3763624,0m8.390s
20,75%,lzma,-6,1,3786768,0m7.988s
21,75%,lzma,-6,16,3786768,0m8.054s
22,100%,xz,-9,32,3763624,0m8.422s
23,100%,xz,-9,16,3763624,0m8.415s
24,50%,lzma,-9,32,3762987,0m8.291s
25,50%,lzma,-3,32,4243773,0m3.044s
26,100%,xz,-3,1,4244480,0m3.064s
27,100%,lzma,-9,16,3762987,0m8.341s
28,100%,lzma,-3,1,4243773,0m3.016s
29,50%,lzma,-6,1,3786768,0m7.991s
3,100%,xz,-6,32,3787408,0m8.071s
4,50%,lzma,-3,1,4243773,0m3.003s
5,75%,xz,-3,1,4244480,0m3.058s
6,100%,lzma,-6,16,3786768,0m7.991s
7,75%,xz,-6,32,3787408,0m8.089s
8,50%,xz,-3,32,4248448,0m2.057s
9,75%,xz,-9,32,3763624,0m8.408s
