configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2149748,0m1.253s
1,50%,xz,-3,1,2131652,0m2.496s
10,100%,xz,-9,1,1738884,0m11.543s
11,50%,lzma,-6,16,1778958,0m11.119s
12,75%,xz,-3,32,2149748,0m1.228s
13,50%,lzma,-3,16,2131278,0m2.511s
14,50%,lzma,-6,32,1778958,0m11.208s
15,50%,xz,-6,32,1797072,0m8.348s
16,75%,lzma,-3,16,2131278,0m2.485s
17,75%,lzma,-6,32,1778958,0m11.151s
18,100%,lzma,-6,1,1778958,0m11.223s
19,75%,lzma,-3,1,2131278,0m2.523s
2,75%,xz,-9,16,1738892,0m11.542s
20,75%,lzma,-6,1,1778958,0m11.127s
21,75%,lzma,-6,16,1778958,0m11.221s
22,100%,xz,-9,32,1738892,0m11.525s
23,100%,xz,-9,16,1738892,0m11.506s
24,50%,lzma,-9,32,1738572,0m11.470s
25,50%,lzma,-3,32,2131278,0m2.474s
26,100%,xz,-3,1,2131652,0m2.528s
27,100%,lzma,-9,16,1738572,0m11.472s
28,100%,lzma,-3,1,2131278,0m2.521s
29,50%,lzma,-6,1,1778958,0m11.246s
3,100%,xz,-6,32,1797072,0m8.361s
4,50%,lzma,-3,1,2131278,0m2.535s
5,75%,xz,-3,1,2131652,0m2.512s
6,100%,lzma,-6,16,1778958,0m11.166s
7,75%,xz,-6,32,1797072,0m8.361s
8,50%,xz,-3,32,2149748,0m1.247s
9,75%,xz,-9,32,1738892,0m11.528s
