configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382420,0m4.021s
1,50%,xz,-3,1,3382412,0m3.984s
10,100%,xz,-9,1,2830604,0m8.130s
11,50%,lzma,-6,16,2831189,0m7.961s
12,75%,xz,-3,32,3382420,0m4.034s
13,50%,lzma,-3,16,3381840,0m3.960s
14,50%,lzma,-6,32,2831189,0m7.974s
15,50%,xz,-6,32,2831684,0m7.984s
16,75%,lzma,-3,16,3381840,0m3.954s
17,75%,lzma,-6,32,2831189,0m7.984s
18,100%,lzma,-6,1,2831189,0m7.985s
19,75%,lzma,-3,1,3381840,0m3.957s
2,75%,xz,-9,16,2830612,0m8.059s
20,75%,lzma,-6,1,2831189,0m7.950s
21,75%,lzma,-6,16,2831189,0m7.978s
22,100%,xz,-9,32,2830612,0m8.121s
23,100%,xz,-9,16,2830612,0m8.124s
24,50%,lzma,-9,32,2830116,0m8.076s
25,50%,lzma,-3,32,3381840,0m3.999s
26,100%,xz,-3,1,3382412,0m3.983s
27,100%,lzma,-9,16,2830116,0m8.137s
28,100%,lzma,-3,1,3381840,0m3.992s
29,50%,lzma,-6,1,2831189,0m7.960s
3,100%,xz,-6,32,2831684,0m8.001s
4,50%,lzma,-3,1,3381840,0m4.000s
5,75%,xz,-3,1,3382412,0m3.931s
6,100%,lzma,-6,16,2831189,0m7.952s
7,75%,xz,-6,32,2831684,0m8.000s
8,50%,xz,-3,32,3382420,0m4.006s
9,75%,xz,-9,32,2830612,0m8.103s
