configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.216s
1,50%,xz,-3,1,10362252,0m12.362s
10,100%,xz,-9,1,8385868,0m34.656s
11,50%,lzma,-6,16,8627467,0m29.873s
12,75%,xz,-3,32,10432656,0m5.271s
13,50%,lzma,-3,16,10360607,0m12.476s
14,50%,lzma,-6,32,8627467,0m29.909s
15,50%,xz,-6,32,8712308,0m18.618s
16,75%,lzma,-3,16,10360607,0m12.485s
17,75%,lzma,-6,32,8627467,0m29.897s
18,100%,lzma,-6,1,8627467,0m30.022s
19,75%,lzma,-3,1,10360607,0m12.424s
2,75%,xz,-9,16,8385876,0m34.454s
20,75%,lzma,-6,1,8627467,0m29.728s
21,75%,lzma,-6,16,8627467,0m29.732s
22,100%,xz,-9,32,8385876,0m34.549s
23,100%,xz,-9,16,8385876,0m34.588s
24,50%,lzma,-9,32,8384529,0m34.459s
25,50%,lzma,-3,32,10360607,0m12.405s
26,100%,xz,-3,1,10362252,0m12.390s
27,100%,lzma,-9,16,8384529,0m34.466s
28,100%,lzma,-3,1,10360607,0m12.419s
29,50%,lzma,-6,1,8627467,0m29.818s
3,100%,xz,-6,32,8712308,0m18.770s
4,50%,lzma,-3,1,10360607,0m12.523s
5,75%,xz,-3,1,10362252,0m12.374s
6,100%,lzma,-6,16,8627467,0m29.792s
7,75%,xz,-6,32,8712308,0m18.555s
8,50%,xz,-3,32,10432656,0m5.195s
9,75%,xz,-9,32,8385876,0m34.346s
