--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
true,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,true,false,2039584,bytes,15274
true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,false,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,false,false,4753576,bytes,32338
true,true,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,true,true,true,true,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,true,false,true,false,false,false,false,1828760,bytes,14832
true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,true,true,false,true,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,true,true,true,true,true,false,false,true,false,true,true,true,false,true,false,false,true,false,true,true,false,true,true,true,true,false,false,false,true,false,false,true,false,true,true,true,true,false,false,false,3945568,bytes,25814
true,false,true,true,false,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,true,true,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,false,3987984,bytes,25569
true,false,false,true,false,true,true,false,false,false,true,true,true,false,true,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,true,true,false,true,false,false,1547568,bytes,12380
false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,false,false,true,true,false,true,false,true,true,false,true,false,false,false,true,true,false,true,false,false,false,true,true,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,false,4683944,bytes,31248
true,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,false,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,true,false,true,false,true,true,false,false,false,true,false,false,2929008,bytes,20417
true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,4470664,bytes,30449
true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,true,false,true,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,false,false,true,false,true,false,true,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,false,4859728,bytes,31466
true,true,true,false,true,true,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,2471760,bytes,17913
true,true,false,true,true,true,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,2216072,bytes,16117
false,true,true,true,false,true,false,false,false,true,false,false,true,true,true,true,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,1831336,bytes,14482
true,true,false,false,true,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,false,false,true,false,true,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,false,5029640,bytes,33918
false,true,false,false,false,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,false,false,1753696,bytes,14046
true,true,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,false,true,false,false,false,true,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,false,false,true,true,true,true,false,false,true,false,false,2241480,bytes,17137
true,false,false,false,true,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,false,4600584,bytes,30575
false,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,false,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,true,true,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true,false,false,6100264,bytes,38926
false,false,true,false,true,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,false,true,true,true,false,true,false,false,false,true,true,false,true,false,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,4598872,bytes,31717
false,false,false,false,false,true,true,false,true,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,true,true,false,true,false,true,true,false,false,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,true,true,true,true,false,false,true,false,true,true,false,false,true,false,false,true,false,2811920,bytes,19938
true,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,false,true,false,true,false,true,true,true,false,true,false,false,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,true,true,false,true,false,false,true,false,false,true,false,false,true,true,true,1817312,bytes,14821
true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,true,false,true,true,false,true,true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,4700696,bytes,31369
true,true,false,true,false,false,false,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,true,true,false,true,true,false,true,true,false,false,5353016,bytes,34650
false,false,true,true,true,false,true,false,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,true,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,1769264,bytes,13894
false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,false,false,1761768,bytes,14019
true,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,false,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,true,true,true,false,true,false,true,false,false,5137992,bytes,33081
true,false,false,false,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,true,true,false,true,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,1840608,bytes,14911
true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,1558432,bytes,12386
true,false,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,true,false,false,false,false,true,false,true,true,1567688,bytes,12696
true,true,true,true,true,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,1933288,bytes,15041
false,false,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,1566592,bytes,12384
false,false,true,false,false,true,true,false,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,true,true,true,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,true,false,true,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true,false,true,1819280,bytes,14221
true,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,1538088,bytes,12463
false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,true,true,true,false,false,false,4865952,bytes,32271
false,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,4689376,bytes,29232
true,true,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,false,true,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,false,5478464,bytes,34813
true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,true,false,false,true,true,true,true,false,false,true,false,false,true,true,false,false,false,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,false,false,4805376,bytes,31664
true,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,true,true,true,true,true,false,1718952,bytes,13871
false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,true,false,true,false,false,true,false,true,true,false,false,false,true,true,false,true,true,true,true,false,true,false,true,false,false,true,true,false,true,true,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,true,false,true,true,true,true,1508592,bytes,12366
false,true,true,false,false,false,true,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,1877872,bytes,15333
false,true,false,true,false,true,false,false,false,false,false,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,false,true,true,true,false,false,false,2039056,bytes,15319
false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,false,true,false,true,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,true,true,true,false,true,true,true,false,true,false,false,false,false,5066296,bytes,32329
true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,false,true,true,false,true,false,false,false,false,true,true,false,false,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,false,false,true,false,true,2159272,bytes,17084
false,false,true,true,true,true,false,true,false,false,true,false,true,true,false,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,false,true,true,false,true,false,false,true,true,true,false,false,true,true,false,true,true,false,false,true,false,false,true,2178568,bytes,16875
true,true,false,true,true,true,true,false,true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,false,true,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false,5408344,bytes,35195
false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,true,true,false,false,false,4765704,bytes,31704
false,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,1809752,bytes,14467
false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,false,true,true,true,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false,true,true,false,4039824,bytes,27178
true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,true,2366408,bytes,17757
false,true,true,true,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,1876632,bytes,14408
false,true,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,false,true,false,false,false,4398016,bytes,29173
false,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,true,true,false,true,true,false,false,false,true,false,true,false,true,false,5001616,bytes,32037
false,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,false,true,false,true,false,false,true,true,false,true,true,true,true,false,false,false,1504304,bytes,12205
true,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,false,true,false,true,false,true,false,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,false,true,false,false,true,1582928,bytes,12694
false,false,true,true,true,true,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,true,false,true,false,true,false,true,false,false,false,false,false,1865784,bytes,14378
true,true,true,false,true,true,true,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,true,true,false,true,true,true,false,true,false,false,1829072,bytes,14554
true,true,false,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,false,false,true,true,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,false,true,false,false,false,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,true,true,true,2195800,bytes,16144
false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,false,true,true,true,false,false,true,true,true,false,false,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,false,false,true,false,2186336,bytes,16046
false,false,true,true,false,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,false,true,false,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,true,false,false,2600000,bytes,18582
true,true,true,false,false,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,true,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,2988544,bytes,20883
false,false,true,false,false,true,false,false,true,false,true,false,false,true,true,false,false,true,true,true,true,false,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,true,false,false,true,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,true,true,false,false,false,1819984,bytes,14482
false,false,true,true,false,false,false,false,true,false,false,true,false,true,true,false,true,false,false,true,true,true,true,false,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,true,false,true,true,true,false,false,true,true,false,true,false,true,true,false,true,false,false,false,true,true,true,true,true,false,false,true,true,false,true,false,false,false,true,false,true,false,2262512,bytes,17662
true,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,false,false,false,true,false,true,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,1911512,bytes,15088
true,false,false,true,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,true,true,false,false,true,true,true,false,false,4481216,bytes,30145
true,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,false,true,true,false,true,true,false,true,false,true,false,false,false,true,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,5355192,bytes,35122
false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,true,true,false,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,true,false,false,5400704,bytes,33514
false,false,false,false,false,true,false,true,false,true,false,false,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,true,true,false,false,5014760,bytes,32651
