,MAPE_DT_nr-of-gadgets,MAPE_RF_nr-of-gadgets,MAPE_linear_HuberRegressor_nr-of-gadgets,MAPE_linear_Lasso_nr-of-gadgets,MAPE_linear_OLS_nr-of-gadgets,MAPE_linear_Ridge_nr-of-gadgets,MAPE_polylinear3_HuberRegressor_nr-of-gadgets,MAPE_polylinear3_Lasso_nr-of-gadgets,MAPE_polylinear3_OLS_nr-of-gadgets,MAPE_polylinear3_Ridge_nr-of-gadgets,MAPE_polylinear_HuberRegressor_nr-of-gadgets,MAPE_polylinear_Lasso_nr-of-gadgets,MAPE_polylinear_OLS_nr-of-gadgets,MAPE_polylinear_Ridge_nr-of-gadgets,corr,corr_spearman,system,test_size
20,"[0.040070393277378435, 0.037847453677886916, 0.03438609730546235, 0.03636577484803189, 0.040991077847018345, 0.034947978132249854, 0.044774716628182866, 0.03563371486919057, 0.035696715650578185, 0.03264571498028626]","[0.031851006419037944, 0.02940359658310831, 0.030206067503735768, 0.029682105450947363, 0.03028360383937991, 0.03055405979833495, 0.028958973206971012, 0.02748341034855175, 0.02807374587987881, 0.02985617556625658]",0.0652230142662462,0.040256639704050697,0.06529334996218794,0.040035838942016067,0.6272679745081129,0.07964311330331549,0.07276114436133475,0.0727514461381827,0.6971024696591497,0.09091596703452391,0.09230598938194697,0.09222418675686969,0.8492968915576291,0.8303681802091395,xz,0.7
21,"[0.08490151140215589, 0.09267228950379806, 0.08697184157375527, 0.08643559972176969, 0.09077163836257662, 0.0955687953586185, 0.08903104484374419, 0.09728000687665175, 0.09437303745158283, 0.08367214535912194]","[0.06727967434182211, 0.07298977574343282, 0.08112034124761033, 0.07907223882543377, 0.07237049201091302, 0.07579301025867852, 0.07244835697781002, 0.07033584910357282, 0.07773645681708878, 0.07477741568349179]",0.2458655544899809,0.16754488161358297,0.18059798661791038,0.1388783576126499,0.6657916485535617,0.18784702332159864,0.6920101131295244,0.6919956916262672,0.8225018539704022,0.13617841396987418,0.7572753597252432,0.757359068964073,0.998256409261126,0.9961018898375648,nginx,0.7
22,"[0.07936117532462363, 0.07837363706191253, 0.07964265388930533, 0.14182825137029478, 0.10910407315072444, 0.10989077690759565, 0.08113972947402949, 0.11068916503414424, 0.09755505115988147, 0.09861506896700353]","[0.08157437900919169, 0.07690446504388422, 0.08575200778807096, 0.1113283880639619, 0.08907202554735841, 0.07912337273634772, 0.09245259007131017, 0.09249399895530083, 0.08642950168808938, 0.09445822880026782]",0.14295121294632585,0.1137852734429279,0.11369862313029377,0.12015193108278588,0.6417989412126199,0.1573983102216006,0.6608905783597221,0.6603410559341748,0.4948400449096529,0.10244655372684862,0.13661508985421336,0.13642527534393406,0.5201228574340473,0.8215817912143653,x264,0.7
23,"[0.00590754718285527, 0.005502827635121356, 0.005236832250121025, 0.005221088323162459, 0.007269502480154731, 0.0056395738199663415, 0.004929798169714116, 0.007321216756931255, 0.005516285715936177, 0.004505567286517139]","[0.00576628593646793, 0.005221983956564783, 0.005275980924588012, 0.005379344302690617, 0.008895827485998337, 0.004781299826980621, 0.005717157871710456, 0.005576920044889736, 0.007397774196317278, 0.004600689033030674]",0.03353151997297329,0.029091438210932116,0.029095940215426067,0.029248942529840706,0.6023822738040066,0.04851474752832706,0.15736349456045215,0.15736175989330375,0.4951936597870575,0.013574096204313477,0.04715410399602786,0.047202974275048985,0.9032391187305848,0.9876177915552941,sqlite,0.7
24,"[0.0289308651736782, 0.01495838545764948, 0.027070437264161005, 0.017678897382531936, 0.03932558948516801, 0.022841907285838448, 0.01951374819133697, 0.01905298809129975, 0.02426984113103776, 0.023507775721897987]","[0.022981455878380398, 0.01434816152192598, 0.023966136786989157, 0.016303879495771098, 0.029917091250163643, 0.014601895991274488, 0.023243542326298303, 0.021243773556571734, 0.02667226331352464, 0.01952124813301575]",0.02390148334601249,0.01942388234365257,0.023137475240230992,0.027735723584841953,0.048994273143993704,0.01892402579697492,0.028635478178195766,0.03654569232291278,0.03764167905173599,0.018408578847530808,0.027585052838104612,0.03300679629685996,0.34874234695545897,0.6810585028420866,curl,0.7
25,"[0.03156738983013469, 0.035608971260007664, 0.038053886212811465, 0.03788896725044831, 0.034450181755328414, 0.03218195231074875, 0.040169768652175177, 0.036116164423944906, 0.03571212003088235, 0.03337336647315166]","[0.028977339061113064, 0.028135856774544356, 0.029796409202141952, 0.03062038021140433, 0.027806722854024506, 0.02898297092644969, 0.029472973220844433, 0.027034381561504634, 0.028681164423205393, 0.02960971634158794]",0.07437953699649193,0.03603711097927085,0.04542977235463431,0.03861685613597901,0.7823444815374434,0.1300047060642902,0.09932803006971098,0.09931869843374025,0.6622600715632768,0.06855970361231754,0.0766015219339377,0.07653180124756939,0.8492968915576291,0.8303681802091395,xz,0.6
26,"[0.11119931264468999, 0.08415223313255964, 0.0882628393712715, 0.07646101713044731, 0.06728299825586397, 0.09483138116994873, 0.10146824345231455, 0.10502185418537827, 0.08943157799425541, 0.0830619561047414]","[0.07611175637389934, 0.06907810970536445, 0.06442162001782238, 0.06478571870893039, 0.07037486542426584, 0.06805059403201925, 0.07026949972784727, 0.07376952986478498, 0.06958224431377845, 0.06933955843461267]",0.196644867724241,0.11769291290763477,0.12009106152190294,0.12163029657227531,0.7044674984597717,0.1687781405724746,0.5455740520603507,0.5456902392280789,0.6693891912759874,0.11605080652815326,0.33146594242253297,0.33157226668704376,0.998256409261126,0.9961018898375648,nginx,0.6
27,"[0.08324494094961223, 0.07512328757989681, 0.09973401498527257, 0.0667575270286365, 0.11595401727505623, 0.09869200904294832, 0.08434844880338771, 0.14770232265856745, 0.08852174446972774, 0.07338706450891845]","[0.07172512107238929, 0.07428156184986433, 0.08012172785555192, 0.06227994815518757, 0.0793118595278853, 0.07343464262360302, 0.07218028857080953, 0.08520360626806285, 0.10234538711427726, 0.07065366254430454]",0.13501741915140072,0.12269579090367003,0.12275253260183643,0.12637346834412988,0.571831842227826,0.15477568702215577,0.8327395640994725,0.8314220132936793,0.4502650845087512,0.09736822677959764,0.1279111366238609,0.12745499565523852,0.5201228574340473,0.8215817912143653,x264,0.6
28,"[0.005030698337329914, 0.004376752973327438, 0.004814952720298009, 0.005162732127761347, 0.005259435453410199, 0.005739920027421524, 0.004876068463366829, 0.005425863087023982, 0.005495582108714629, 0.005762590717176353]","[0.006805024784133415, 0.00419716697810108, 0.0044593611198003235, 0.004289625028270251, 0.00446539335589953, 0.004645373723474817, 0.004559989750201414, 0.00474655433045385, 0.004297930337078996, 0.005075967107067895]",0.038509387443587444,0.03153514635524205,0.031562705996456414,0.03181077759027877,0.5799491019947531,0.044614001844671694,0.14447833878382357,0.144413851665784,0.4235880101032427,0.00825649682455181,0.04179145721310297,0.041574440414460796,0.9032391187305848,0.9876177915552941,sqlite,0.6
29,"[0.0433572108336884, 0.03053808582964015, 0.01982436611581946, 0.025891555304748196, 0.015010730788096838, 0.021941921442914215, 0.01940804237288091, 0.016387788689431727, 0.020272485362340904, 0.021385202319718688]","[0.02527623958250737, 0.02508061082432575, 0.02137818926572347, 0.022315914668877623, 0.017596582419286855, 0.02774200496196244, 0.019270723073741478, 0.018270540392579124, 0.020203780536316655, 0.022609024992761562]",0.019478137811140977,0.018374550020578282,0.019059433655846118,0.020510142332191582,0.0421964308421352,0.02146869968171306,0.020120421233016383,0.020613361164052036,0.023614702581024122,0.02125336139930009,0.018976031420867498,0.019476857626927885,0.34874234695545897,0.6810585028420866,curl,0.6
30,"[0.03748619856761816, 0.036907691542039545, 0.033757383361794936, 0.03436066594113481, 0.03531377488240685, 0.03463276596278077, 0.03478663887567809, 0.03493669086154849, 0.03236489475145582, 0.03396689089835565]","[0.028291517366490816, 0.027031392545672564, 0.024324313138320328, 0.02606187646166771, 0.027498121921468895, 0.026876737486667978, 0.02730240637643524, 0.027661240132590123, 0.027395794285285147, 0.03087779860505246]",0.05722473557912407,0.03425329073029804,0.03950177507147759,0.03597841743957128,0.5927942281002174,0.07049033091072487,0.08099267648695462,0.08096133777172292,0.5648604018626558,0.054809722020538965,0.054987709831083205,0.05494782094984675,0.8492968915576291,0.8303681802091395,xz,0.5
31,"[0.07908277927912272, 0.08265097448383715, 0.09410344704487475, 0.07696290512446483, 0.092752538694074, 0.0706404289004769, 0.0774107578267638, 0.09996139250497701, 0.07495649053956129, 0.08065311511443324]","[0.0662105505508568, 0.062022512563905, 0.06995299326950262, 0.05603952502868566, 0.0702223470794611, 0.0655327518305505, 0.06410184130053662, 0.07101727190842205, 0.06324343492491412, 0.06407050278001153]",0.14813448619037664,0.10788418022212241,0.10873061181054049,0.11040498351506317,0.7858496099333319,0.17522425860709553,0.5268505345150643,0.5268881302535208,0.7230628120367064,0.1113267067805502,0.22358247555477398,0.22374312318431308,0.998256409261126,0.9961018898375648,nginx,0.5
32,"[0.061963929963314575, 0.06237317752154606, 0.05430949222665516, 0.0640225218169324, 0.05376742280344749, 0.07241645650334377, 0.0676634591476835, 0.06929644322585071, 0.052292505683663476, 0.060485938592213684]","[0.06294909273473034, 0.058597982190513404, 0.053308418840229146, 0.06042539151157288, 0.06259197101330728, 0.07035481395914805, 0.06972007422094252, 0.055816383591559486, 0.055466822808748206, 0.05446760441748743]",0.11562926498135578,0.11152780697032587,0.11154426112535643,0.11516487740776707,0.6783087096994289,0.14308256284420742,1.0552050626254428,1.051624823397359,0.29177772358360243,0.07678580142730405,0.11133459922889676,0.10930495651158555,0.5201228574340473,0.8215817912143653,x264,0.5
33,"[0.004542842534800904, 0.005511381209596347, 0.005464243029240492, 0.0046427951486113506, 0.004547444679786187, 0.004819967114757319, 0.0036698792676683493, 0.004714104068381606, 0.004949097421012833, 0.00445934778636726]","[0.003857960807563928, 0.004365437861373594, 0.0044619443873171235, 0.003751902424389172, 0.0038143068306393866, 0.0035915752490520325, 0.003298103424900982, 0.0039696278435697166, 0.0039583992260535964, 0.003446504266192202]",0.029095641834715785,0.02775589030314751,0.027722016549706643,0.028019662557535564,0.5255032600717512,0.02951321655346236,0.17957995434711432,0.1794475452830427,0.13830750169513073,0.005290887320034662,0.033132411719167844,0.03320630269623205,0.9032391187305848,0.9876177915552941,sqlite,0.5
34,"[0.0312099566181957, 0.015563042428843526, 0.023870381088747963, 0.02706296195227669, 0.02815113311452015, 0.015987701810927565, 0.016526685327637607, 0.03372204036745563, 0.025582739736888155, 0.026530041986188323]","[0.027911808008664992, 0.01452224576042889, 0.018960581760497676, 0.02272594109619647, 0.020785293739958355, 0.012504480362967595, 0.013959700959729916, 0.023513040932501048, 0.020590301298162396, 0.022224670953540415]",0.023004096038612042,0.021435993824858956,39897184.14915761,0.02317642521848943,0.03294746418073062,0.021861220626633652,0.02209945039919739,0.02332567358882799,0.028765491481913822,0.02178296646990801,0.022042746741188925,0.02310913922501794,0.34874234695545897,0.6810585028420866,curl,0.5
35,"[0.035095811871940844, 0.034196098077666916, 0.034119862280715986, 0.030828601343982666, 0.03649987363938911, 0.02836498220332393, 0.04093611051402022, 0.030942671822100115, 0.0333992677614524, 0.03480854443222035]","[0.027740970629082633, 0.026153900807894648, 0.026355073955033347, 0.025405136858674078, 0.024249974935264876, 0.026002114978205072, 0.02537117830037449, 0.02427478480085934, 0.023841330003892124, 0.025985858965481935]",0.047230030301429395,0.03089005543982908,0.03358250388498154,0.031876238004178756,0.551561355301122,0.0638841555913168,0.07604259252916337,0.07618415201308022,0.5554479859699907,0.04482526010481865,0.040168492837866415,0.040133950932279804,0.8492968915576291,0.8303681802091395,xz,0.4
36,"[0.07944663149651462, 0.08264990308435842, 0.07654653030858594, 0.07448192884802758, 0.07555705232789187, 0.06944846610981478, 0.06763815932325137, 0.07682247172794453, 0.0744285341280649, 0.07114312354244653]","[0.0640926796095945, 0.06553622678787166, 0.06445074630129119, 0.05899783323138759, 0.06112762336304447, 0.05711351643592858, 0.06211853243291325, 0.0714098939327049, 0.05937234300904635, 0.057634535991849624]",0.17209703188719833,0.10083052647560922,0.10218443911477797,0.09805263046889039,0.6264527500553846,0.1668082912973873,0.8048596856421788,0.804733407438816,0.33733539090368253,0.10010379929038264,0.17735384233137386,0.17745112722137668,0.998256409261126,0.9961018898375648,nginx,0.4
37,"[0.05871923925913912, 0.09150338357083007, 0.04936708900740774, 0.05634934035996134, 0.05604924779489449, 0.06839652826683976, 0.08186065217552446, 0.053404940165014424, 0.09832310064511504, 0.0566860754737584]","[0.0440893752761128, 0.06820765600238106, 0.05156883605068994, 0.051500232852484895, 0.06131327547708396, 0.06356736703400381, 0.06274522006540104, 0.06061002606646841, 0.07256975872641132, 0.05152280824544131]",0.1253828218395406,0.11332335477477207,0.11337251235948542,0.1169627743765312,0.6017489780918988,0.12272917779233128,1.089891744885167,1.0881108752914996,0.22217103190252324,0.050196359133807246,0.10432012353149744,0.09609630707016648,0.5201228574340473,0.8215817912143653,x264,0.4
