configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.470s
1,50%,xz,-3,1,4914796,0m3.422s
10,100%,xz,-9,1,4489868,0m4.295s
11,50%,lzma,-6,16,4489170,0m4.302s
12,75%,xz,-3,32,4914796,0m3.459s
13,50%,lzma,-3,16,4913990,0m3.511s
14,50%,lzma,-6,32,4489170,0m4.293s
15,50%,xz,-6,32,4489912,0m4.313s
16,75%,lzma,-3,16,4913990,0m3.522s
17,75%,lzma,-6,32,4489170,0m4.283s
18,100%,lzma,-6,1,4489170,0m4.314s
19,75%,lzma,-3,1,4913990,0m3.519s
2,75%,xz,-9,16,4489868,0m4.368s
20,75%,lzma,-6,1,4489170,0m4.331s
21,75%,lzma,-6,16,4489170,0m4.285s
22,100%,xz,-9,32,4489868,0m4.375s
23,100%,xz,-9,16,4489868,0m4.331s
24,50%,lzma,-9,32,4489124,0m4.330s
25,50%,lzma,-3,32,4913990,0m3.543s
26,100%,xz,-3,1,4914796,0m3.456s
27,100%,lzma,-9,16,4489124,0m4.310s
28,100%,lzma,-3,1,4913990,0m3.466s
29,50%,lzma,-6,1,4489170,0m4.282s
3,100%,xz,-6,32,4489912,0m4.274s
4,50%,lzma,-3,1,4913990,0m3.509s
5,75%,xz,-3,1,4914796,0m3.496s
6,100%,lzma,-6,16,4489170,0m4.301s
7,75%,xz,-6,32,4489912,0m4.290s
8,50%,xz,-3,32,4914796,0m3.442s
9,75%,xz,-9,32,4489868,0m4.367s
