configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10362252,0m12.512s
1,50%,xz,-3,1,10362252,0m12.468s
10,100%,xz,-9,1,8385868,0m34.711s
11,50%,lzma,-6,16,8627467,0m29.709s
12,75%,xz,-3,32,10362252,0m12.585s
13,50%,lzma,-3,16,10360607,0m12.420s
14,50%,lzma,-6,32,8627467,0m29.808s
15,50%,xz,-6,32,8628848,0m29.766s
16,75%,lzma,-3,16,10360607,0m12.416s
17,75%,lzma,-6,32,8627467,0m29.788s
18,100%,lzma,-6,1,8627467,0m29.950s
19,75%,lzma,-3,1,10360607,0m12.341s
2,75%,xz,-9,16,8385868,0m34.253s
20,75%,lzma,-6,1,8627467,0m29.797s
21,75%,lzma,-6,16,8627467,0m29.776s
22,100%,xz,-9,32,8385868,0m34.326s
23,100%,xz,-9,16,8385868,0m34.360s
24,50%,lzma,-9,32,8384529,0m34.518s
25,50%,lzma,-3,32,10360607,0m12.495s
26,100%,xz,-3,1,10362252,0m12.431s
27,100%,lzma,-9,16,8384529,0m34.304s
28,100%,lzma,-3,1,10360607,0m12.485s
29,50%,lzma,-6,1,8627467,0m29.828s
3,100%,xz,-6,32,8628848,0m29.688s
4,50%,lzma,-3,1,10360607,0m12.316s
5,75%,xz,-3,1,10362252,0m12.465s
6,100%,lzma,-6,16,8627467,0m30.043s
7,75%,xz,-6,32,8628848,0m29.759s
8,50%,xz,-3,32,10362252,0m12.545s
9,75%,xz,-9,32,8385868,0m34.404s
