configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.052s
1,50%,xz,-3,1,3382412,0m4.024s
10,100%,xz,-9,1,2830604,0m8.064s
11,50%,lzma,-6,16,2831189,0m7.974s
12,75%,xz,-3,32,3382412,0m4.005s
13,50%,lzma,-3,16,3381840,0m3.999s
14,50%,lzma,-6,32,2831189,0m7.938s
15,50%,xz,-6,32,2831676,0m7.964s
16,75%,lzma,-3,16,3381840,0m4.005s
17,75%,lzma,-6,32,2831189,0m7.975s
18,100%,lzma,-6,1,2831189,0m7.946s
19,75%,lzma,-3,1,3381840,0m4.010s
2,75%,xz,-9,16,2830604,0m8.164s
20,75%,lzma,-6,1,2831189,0m7.954s
21,75%,lzma,-6,16,2831189,0m7.985s
22,100%,xz,-9,32,2830604,0m8.097s
23,100%,xz,-9,16,2830604,0m8.161s
24,50%,lzma,-9,32,2830116,0m8.127s
25,50%,lzma,-3,32,3381840,0m3.956s
26,100%,xz,-3,1,3382412,0m3.961s
27,100%,lzma,-9,16,2830116,0m8.100s
28,100%,lzma,-3,1,3381840,0m3.998s
29,50%,lzma,-6,1,2831189,0m8.061s
3,100%,xz,-6,32,2831676,0m8.040s
4,50%,lzma,-3,1,3381840,0m4.057s
5,75%,xz,-3,1,3382412,0m3.938s
6,100%,lzma,-6,16,2831189,0m7.989s
7,75%,xz,-6,32,2831676,0m8.001s
8,50%,xz,-3,32,3382412,0m3.948s
9,75%,xz,-9,32,2830604,0m8.172s
