configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.527s
1,50%,xz,-3,1,2131652,0m2.505s
10,100%,xz,-9,1,1738884,0m11.457s
11,50%,lzma,-6,16,1778958,0m11.213s
12,75%,xz,-3,32,2131652,0m2.511s
13,50%,lzma,-3,16,2131278,0m2.485s
14,50%,lzma,-6,32,1778958,0m11.289s
15,50%,xz,-6,32,1779272,0m11.173s
16,75%,lzma,-3,16,2131278,0m2.504s
17,75%,lzma,-6,32,1778958,0m11.128s
18,100%,lzma,-6,1,1778958,0m11.283s
19,75%,lzma,-3,1,2131278,0m2.475s
2,75%,xz,-9,16,1738884,0m11.495s
20,75%,lzma,-6,1,1778958,0m11.173s
21,75%,lzma,-6,16,1778958,0m11.151s
22,100%,xz,-9,32,1738884,0m11.457s
23,100%,xz,-9,16,1738884,0m11.572s
24,50%,lzma,-9,32,1738572,0m11.451s
25,50%,lzma,-3,32,2131278,0m2.485s
26,100%,xz,-3,1,2131652,0m2.521s
27,100%,lzma,-9,16,1738572,0m11.512s
28,100%,lzma,-3,1,2131278,0m2.493s
29,50%,lzma,-6,1,1778958,0m11.283s
3,100%,xz,-6,32,1779272,0m11.247s
4,50%,lzma,-3,1,2131278,0m2.497s
5,75%,xz,-3,1,2131652,0m2.521s
6,100%,lzma,-6,16,1778958,0m11.200s
7,75%,xz,-6,32,1779272,0m11.292s
8,50%,xz,-3,32,2131652,0m2.520s
9,75%,xz,-9,32,1738884,0m11.531s
