configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255254,0m8.252s
1,tiff,1,1,0,1,15255381,0m8.333s
10,png,1,0,1,1,15095080,0m24.770s
11,png,1,0,0,1,15095091,0m24.868s
12,png,0,1,0,0,14807402,0m31.668s
13,png,0,0,0,0,14807441,0m31.570s
14,png,0,0,0,1,14807329,0m31.967s
15,png,0,1,1,0,14807417,0m31.592s
2,tiff,1,0,1,1,15255422,0m8.259s
3,tiff,1,0,0,1,15255362,0m8.326s
4,tiff,0,1,0,0,14377448,0m8.827s
5,tiff,0,0,0,0,14377512,0m8.732s
6,tiff,0,0,0,1,14377477,0m8.765s
7,tiff,0,1,1,0,14377525,0m9.984s
8,png,1,1,1,1,15095153,0m24.862s
9,png,1,1,0,1,15095094,0m24.832s
