configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205998,0m1.139s
1,tiff,1,1,0,1,1205811,0m1.205s
10,png,1,0,1,1,1349678,0m2.516s
11,png,1,0,0,1,1349685,0m2.555s
12,png,0,1,0,0,3177556,0m5.007s
13,png,0,0,0,0,3177567,0m5.002s
14,png,0,0,0,1,3177720,0m5.020s
15,png,0,1,1,0,3177572,0m4.994s
2,tiff,1,0,1,1,1205608,0m1.136s
3,tiff,1,0,0,1,1205591,0m1.167s
4,tiff,0,1,0,0,3875957,0m1.299s
5,tiff,0,0,0,0,3876313,0m1.318s
6,tiff,0,0,0,1,3875937,0m1.301s
7,tiff,0,1,1,0,3876307,0m1.304s
8,png,1,1,1,1,1349696,0m2.528s
9,png,1,1,0,1,1349698,0m2.523s
