configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175428,0m0.197s
1,tiff,1,1,0,1,175428,0m0.196s
10,png,1,0,1,1,169393,0m0.173s
11,png,1,0,0,1,169451,0m0.198s
12,png,0,1,0,0,1185052,0m2.901s
13,png,0,0,0,0,1185062,0m2.879s
14,png,0,0,0,1,1184936,0m2.885s
15,png,0,1,1,0,1185065,0m2.922s
2,tiff,1,0,1,1,175435,0m0.192s
3,tiff,1,0,0,1,175435,0m0.170s
4,tiff,0,1,0,0,1698316,0m0.345s
5,tiff,0,0,0,0,1698333,0m0.377s
6,tiff,0,0,0,1,1696541,0m0.371s
7,tiff,0,1,1,0,1698475,0m0.347s
8,png,1,1,1,1,169383,0m0.178s
9,png,1,1,0,1,169383,0m0.199s
