configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213096,0m4.172s
1,tiff,1,1,0,1,2213295,0m4.206s
10,png,1,0,1,1,1753285,0m8.239s
11,png,1,0,0,1,1753333,0m8.206s
12,png,0,1,0,0,1894279,0m8.306s
13,png,0,0,0,0,1894307,0m8.250s
14,png,0,0,0,1,1894308,0m8.257s
15,png,0,1,1,0,1894324,0m8.298s
2,tiff,1,0,1,1,2214711,0m4.172s
3,tiff,1,0,0,1,2214471,0m4.164s
4,tiff,0,1,0,0,2401845,0m4.167s
5,tiff,0,0,0,0,2401033,0m4.278s
6,tiff,0,0,0,1,2401097,0m4.160s
7,tiff,0,1,1,0,2401052,0m4.249s
8,png,1,1,1,1,1753645,0m8.232s
9,png,1,1,0,1,1753276,0m8.223s
