configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2149748,0m1.272s
1,50%,xz,-3,1,2131652,0m2.545s
10,100%,xz,-9,1,1738884,0m11.619s
11,50%,lzma,-6,16,1778958,0m11.084s
12,75%,xz,-3,32,2149748,0m1.260s
13,50%,lzma,-3,16,2131278,0m2.441s
14,50%,lzma,-6,32,1778958,0m11.092s
15,50%,xz,-6,32,1797072,0m8.354s
16,75%,lzma,-3,16,2131278,0m2.504s
17,75%,lzma,-6,32,1778958,0m11.087s
18,100%,lzma,-6,1,1778958,0m11.090s
19,75%,lzma,-3,1,2131278,0m2.495s
2,75%,xz,-9,16,1738892,0m11.577s
20,75%,lzma,-6,1,1778958,0m11.072s
21,75%,lzma,-6,16,1778958,0m11.079s
22,100%,xz,-9,32,1738892,0m11.569s
23,100%,xz,-9,16,1738892,0m11.576s
24,50%,lzma,-9,32,1738572,0m11.516s
25,50%,lzma,-3,32,2131278,0m2.481s
26,100%,xz,-3,1,2131652,0m2.536s
27,100%,lzma,-9,16,1738572,0m11.472s
28,100%,lzma,-3,1,2131278,0m2.480s
29,50%,lzma,-6,1,1778958,0m11.110s
3,100%,xz,-6,32,1797072,0m8.387s
4,50%,lzma,-3,1,2131278,0m2.519s
5,75%,xz,-3,1,2131652,0m2.564s
6,100%,lzma,-6,16,1778958,0m11.051s
7,75%,xz,-6,32,1797072,0m8.370s
8,50%,xz,-3,32,2149748,0m1.279s
9,75%,xz,-9,32,1738892,0m11.563s
