configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853744,0m2.838s
1,50%,xz,-3,1,4853736,0m2.835s
10,100%,xz,-9,1,4415072,0m3.554s
11,50%,lzma,-6,16,4414351,0m3.669s
12,75%,xz,-3,32,4853744,0m2.850s
13,50%,lzma,-3,16,4852943,0m2.798s
14,50%,lzma,-6,32,4414351,0m3.612s
15,50%,xz,-6,32,4415080,0m3.661s
16,75%,lzma,-3,16,4852943,0m2.825s
17,75%,lzma,-6,32,4414351,0m3.596s
18,100%,lzma,-6,1,4414351,0m3.583s
19,75%,lzma,-3,1,4852943,0m2.786s
2,75%,xz,-9,16,4415080,0m3.592s
20,75%,lzma,-6,1,4414351,0m3.590s
21,75%,lzma,-6,16,4414351,0m3.657s
22,100%,xz,-9,32,4415080,0m3.575s
23,100%,xz,-9,16,4415080,0m3.574s
24,50%,lzma,-9,32,4414351,0m3.551s
25,50%,lzma,-3,32,4852943,0m2.842s
26,100%,xz,-3,1,4853736,0m2.811s
27,100%,lzma,-9,16,4414351,0m3.536s
28,100%,lzma,-3,1,4852943,0m2.834s
29,50%,lzma,-6,1,4414351,0m3.632s
3,100%,xz,-6,32,4415080,0m3.660s
4,50%,lzma,-3,1,4852943,0m2.824s
5,75%,xz,-3,1,4853736,0m2.829s
6,100%,lzma,-6,16,4414351,0m3.616s
7,75%,xz,-6,32,4415080,0m3.665s
8,50%,xz,-3,32,4853744,0m2.854s
9,75%,xz,-9,32,4415080,0m3.605s
