configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001852,0m2.655s
1,50%,xz,-3,1,3001844,0m2.609s
10,100%,xz,-9,1,2750272,0m5.260s
11,50%,lzma,-6,16,2749760,0m5.179s
12,75%,xz,-3,32,3001852,0m2.619s
13,50%,lzma,-3,16,3001334,0m2.626s
14,50%,lzma,-6,32,2749760,0m5.156s
15,50%,xz,-6,32,2750236,0m5.160s
16,75%,lzma,-3,16,3001334,0m2.589s
17,75%,lzma,-6,32,2749760,0m5.170s
18,100%,lzma,-6,1,2749760,0m5.179s
19,75%,lzma,-3,1,3001334,0m2.605s
2,75%,xz,-9,16,2750280,0m5.263s
20,75%,lzma,-6,1,2749760,0m5.125s
21,75%,lzma,-6,16,2749760,0m5.141s
22,100%,xz,-9,32,2750280,0m5.271s
23,100%,xz,-9,16,2750280,0m5.231s
24,50%,lzma,-9,32,2749803,0m5.282s
25,50%,lzma,-3,32,3001334,0m2.612s
26,100%,xz,-3,1,3001844,0m2.631s
27,100%,lzma,-9,16,2749803,0m5.235s
28,100%,lzma,-3,1,3001334,0m2.598s
29,50%,lzma,-6,1,2749760,0m5.135s
3,100%,xz,-6,32,2750236,0m5.174s
4,50%,lzma,-3,1,3001334,0m2.592s
5,75%,xz,-3,1,3001844,0m2.647s
6,100%,lzma,-6,16,2749760,0m5.179s
7,75%,xz,-6,32,2750236,0m5.126s
8,50%,xz,-3,32,3001852,0m2.641s
9,75%,xz,-9,32,2750280,0m5.284s
