configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.844s
1,50%,xz,-3,1,2618064,0m1.841s
10,100%,xz,-9,1,2426816,0m3.105s
11,50%,lzma,-6,16,2426397,0m3.079s
12,75%,xz,-3,32,2618064,0m1.861s
13,50%,lzma,-3,16,2617615,0m1.874s
14,50%,lzma,-6,32,2426397,0m3.072s
15,50%,xz,-6,32,2426816,0m3.085s
16,75%,lzma,-3,16,2617615,0m1.821s
17,75%,lzma,-6,32,2426397,0m3.118s
18,100%,lzma,-6,1,2426397,0m3.070s
19,75%,lzma,-3,1,2617615,0m1.823s
2,75%,xz,-9,16,2426816,0m3.116s
20,75%,lzma,-6,1,2426397,0m3.048s
21,75%,lzma,-6,16,2426397,0m3.075s
22,100%,xz,-9,32,2426816,0m3.089s
23,100%,xz,-9,16,2426816,0m3.110s
24,50%,lzma,-9,32,2426397,0m3.130s
25,50%,lzma,-3,32,2617615,0m1.833s
26,100%,xz,-3,1,2618064,0m1.865s
27,100%,lzma,-9,16,2426397,0m3.101s
28,100%,lzma,-3,1,2617615,0m1.825s
29,50%,lzma,-6,1,2426397,0m3.041s
3,100%,xz,-6,32,2426816,0m3.094s
4,50%,lzma,-3,1,2617615,0m1.842s
5,75%,xz,-3,1,2618064,0m1.847s
6,100%,lzma,-6,16,2426397,0m3.062s
7,75%,xz,-6,32,2426816,0m3.098s
8,50%,xz,-3,32,2618064,0m1.858s
9,75%,xz,-9,32,2426816,0m3.082s
