configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.782s
1,50%,xz,-3,1,1677976,0m1.779s
10,100%,xz,-9,1,1317152,0m5.178s
11,50%,lzma,-6,16,1316901,0m5.068s
12,75%,xz,-3,32,1677976,0m1.745s
13,50%,lzma,-3,16,1677670,0m1.752s
14,50%,lzma,-6,32,1316901,0m5.102s
15,50%,xz,-6,32,1317152,0m5.090s
16,75%,lzma,-3,16,1677670,0m1.736s
17,75%,lzma,-6,32,1316901,0m5.104s
18,100%,lzma,-6,1,1316901,0m5.106s
19,75%,lzma,-3,1,1677670,0m1.772s
2,75%,xz,-9,16,1317152,0m5.135s
20,75%,lzma,-6,1,1316901,0m5.056s
21,75%,lzma,-6,16,1316901,0m5.064s
22,100%,xz,-9,32,1317152,0m5.186s
23,100%,xz,-9,16,1317152,0m5.217s
24,50%,lzma,-9,32,1316901,0m5.144s
25,50%,lzma,-3,32,1677670,0m1.726s
26,100%,xz,-3,1,1677976,0m1.775s
27,100%,lzma,-9,16,1316901,0m5.159s
28,100%,lzma,-3,1,1677670,0m1.773s
29,50%,lzma,-6,1,1316901,0m5.098s
3,100%,xz,-6,32,1317152,0m5.096s
4,50%,lzma,-3,1,1677670,0m1.725s
5,75%,xz,-3,1,1677976,0m1.749s
6,100%,lzma,-6,16,1316901,0m5.095s
7,75%,xz,-6,32,1317152,0m5.143s
8,50%,xz,-3,32,1677976,0m1.746s
9,75%,xz,-9,32,1317152,0m5.168s
