configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.158s
1,50%,xz,-3,1,3382412,0m4.097s
10,100%,xz,-9,1,2830604,0m8.474s
11,50%,lzma,-6,16,2831189,0m8.241s
12,75%,xz,-3,32,3382412,0m4.115s
13,50%,lzma,-3,16,3381840,0m4.129s
14,50%,lzma,-6,32,2831189,0m8.292s
15,50%,xz,-6,32,2831676,0m8.319s
16,75%,lzma,-3,16,3381840,0m4.081s
17,75%,lzma,-6,32,2831189,0m8.273s
18,100%,lzma,-6,1,2831189,0m8.320s
19,75%,lzma,-3,1,3381840,0m4.103s
2,75%,xz,-9,16,2830604,0m8.403s
20,75%,lzma,-6,1,2831189,0m8.359s
21,75%,lzma,-6,16,2831189,0m8.246s
22,100%,xz,-9,32,2830604,0m8.527s
23,100%,xz,-9,16,2830604,0m8.494s
24,50%,lzma,-9,32,2830116,0m8.389s
25,50%,lzma,-3,32,3381840,0m4.047s
26,100%,xz,-3,1,3382412,0m4.085s
27,100%,lzma,-9,16,2830116,0m8.430s
28,100%,lzma,-3,1,3381840,0m4.101s
29,50%,lzma,-6,1,2831189,0m8.307s
3,100%,xz,-6,32,2831676,0m8.368s
4,50%,lzma,-3,1,3381840,0m4.123s
5,75%,xz,-3,1,3382412,0m4.070s
6,100%,lzma,-6,16,2831189,0m8.441s
7,75%,xz,-6,32,2831676,0m8.344s
8,50%,xz,-3,32,3382412,0m4.090s
9,75%,xz,-9,32,2830604,0m8.419s
