configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001844,0m2.733s
1,50%,xz,-3,1,3001844,0m2.707s
10,100%,xz,-9,1,2750272,0m5.496s
11,50%,lzma,-6,16,2749760,0m5.391s
12,75%,xz,-3,32,3001844,0m2.711s
13,50%,lzma,-3,16,3001334,0m2.743s
14,50%,lzma,-6,32,2749760,0m5.386s
15,50%,xz,-6,32,2750228,0m5.366s
16,75%,lzma,-3,16,3001334,0m2.684s
17,75%,lzma,-6,32,2749760,0m5.409s
18,100%,lzma,-6,1,2749760,0m5.408s
19,75%,lzma,-3,1,3001334,0m2.710s
2,75%,xz,-9,16,2750272,0m5.493s
20,75%,lzma,-6,1,2749760,0m5.376s
21,75%,lzma,-6,16,2749760,0m5.408s
22,100%,xz,-9,32,2750272,0m5.495s
23,100%,xz,-9,16,2750272,0m5.474s
24,50%,lzma,-9,32,2749803,0m5.501s
25,50%,lzma,-3,32,3001334,0m2.689s
26,100%,xz,-3,1,3001844,0m2.746s
27,100%,lzma,-9,16,2749803,0m5.470s
28,100%,lzma,-3,1,3001334,0m2.697s
29,50%,lzma,-6,1,2749760,0m5.375s
3,100%,xz,-6,32,2750228,0m5.418s
4,50%,lzma,-3,1,3001334,0m2.718s
5,75%,xz,-3,1,3001844,0m2.720s
6,100%,lzma,-6,16,2749760,0m5.428s
7,75%,xz,-6,32,2750228,0m5.390s
8,50%,xz,-3,32,3001844,0m2.694s
9,75%,xz,-9,32,2750272,0m5.480s
