configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.338s
1,50%,xz,-3,1,3272440,0m2.308s
10,100%,xz,-9,1,2849908,0m5.892s
11,50%,lzma,-6,16,2849620,0m5.833s
12,75%,xz,-3,32,3272440,0m2.319s
13,50%,lzma,-3,16,3271884,0m2.308s
14,50%,lzma,-6,32,2849620,0m5.779s
15,50%,xz,-6,32,2850104,0m5.830s
16,75%,lzma,-3,16,3271884,0m2.344s
17,75%,lzma,-6,32,2849620,0m5.815s
18,100%,lzma,-6,1,2849620,0m5.779s
19,75%,lzma,-3,1,3271884,0m2.321s
2,75%,xz,-9,16,2849908,0m5.878s
20,75%,lzma,-6,1,2849620,0m5.789s
21,75%,lzma,-6,16,2849620,0m5.902s
22,100%,xz,-9,32,2849908,0m5.895s
23,100%,xz,-9,16,2849908,0m5.887s
24,50%,lzma,-9,32,2849422,0m5.864s
25,50%,lzma,-3,32,3271884,0m2.281s
26,100%,xz,-3,1,3272440,0m2.323s
27,100%,lzma,-9,16,2849422,0m5.854s
28,100%,lzma,-3,1,3271884,0m2.310s
29,50%,lzma,-6,1,2849620,0m5.879s
3,100%,xz,-6,32,2850104,0m5.826s
4,50%,lzma,-3,1,3271884,0m2.262s
5,75%,xz,-3,1,3272440,0m2.328s
6,100%,lzma,-6,16,2849620,0m5.799s
7,75%,xz,-6,32,2850104,0m5.814s
8,50%,xz,-3,32,3272440,0m2.314s
9,75%,xz,-9,32,2849908,0m5.890s
