configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255211,0m8.310s
1,tiff,1,1,0,1,15257082,0m8.372s
10,png,1,0,1,1,15095116,0m24.841s
11,png,1,0,0,1,15095089,0m24.974s
12,png,0,1,0,0,14807352,0m31.639s
13,png,0,0,0,0,14807410,0m31.958s
14,png,0,0,0,1,14807406,0m31.700s
15,png,0,1,1,0,14807389,0m31.674s
2,tiff,1,0,1,1,15255330,0m8.335s
3,tiff,1,0,0,1,15255342,0m8.371s
4,tiff,0,1,0,0,14376869,0m8.820s
5,tiff,0,0,0,0,14377512,0m8.848s
6,tiff,0,0,0,1,14377060,0m8.806s
7,tiff,0,1,1,0,14376987,0m8.806s
8,png,1,1,1,1,15095067,0m25.008s
9,png,1,1,0,1,15095151,0m24.880s
