configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739162,0m1.723s
1,tiff,1,1,0,1,739166,0m1.687s
10,png,1,0,1,1,739164,0m1.697s
11,png,1,0,0,1,739164,0m1.708s
12,png,0,1,0,0,3168073,0m5.447s
13,png,0,0,0,0,3168071,0m5.438s
14,png,0,0,0,1,3168071,0m5.431s
15,png,0,1,1,0,3168071,0m5.409s
2,tiff,1,0,1,1,739165,0m1.692s
3,tiff,1,0,0,1,739165,0m1.690s
4,tiff,0,1,0,0,4807617,0m1.846s
5,tiff,0,0,0,0,4807717,0m1.824s
6,tiff,0,0,0,1,4807630,0m1.823s
7,tiff,0,1,1,0,4807711,0m1.812s
8,png,1,1,1,1,739165,0m1.731s
9,png,1,1,0,1,739164,0m1.724s
