configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213279,0m4.183s
1,tiff,1,1,0,1,2214682,0m4.175s
10,png,1,0,1,1,1753472,0m8.286s
11,png,1,0,0,1,1753345,0m8.281s
12,png,0,1,0,0,1894428,0m8.355s
13,png,0,0,0,0,1894310,0m8.341s
14,png,0,0,0,1,1894355,0m8.297s
15,png,0,1,1,0,1894310,0m8.299s
2,tiff,1,0,1,1,2213265,0m4.243s
3,tiff,1,0,0,1,2214631,0m4.170s
4,tiff,0,1,0,0,2400706,0m4.267s
5,tiff,0,0,0,0,2401040,0m4.276s
6,tiff,0,0,0,1,2401032,0m4.200s
7,tiff,0,1,1,0,2400731,0m4.296s
8,png,1,1,1,1,1753364,0m8.250s
9,png,1,1,0,1,1753368,0m8.237s
