configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273987,0m5.475s
1,tiff,1,1,0,1,3273982,0m5.546s
10,png,1,0,1,1,3254933,0m8.900s
11,png,1,0,0,1,3254923,0m8.912s
12,png,0,1,0,0,8502344,0m26.076s
13,png,0,0,0,0,8502351,0m25.916s
14,png,0,0,0,1,8502353,0m26.024s
15,png,0,1,1,0,8502328,0m26.025s
2,tiff,1,0,1,1,3274031,0m5.505s
3,tiff,1,0,0,1,3273927,0m5.481s
4,tiff,0,1,0,0,10068848,0m6.204s
5,tiff,0,0,0,0,10068825,0m6.149s
6,tiff,0,0,0,1,10068494,0m6.210s
7,tiff,0,1,1,0,10068881,0m6.208s
8,png,1,1,1,1,3254951,0m8.922s
9,png,1,1,0,1,3254940,0m8.891s
