configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536653,0m1.884s
1,tiff,1,1,0,1,1536655,0m1.906s
10,png,1,0,1,1,1615757,0m3.525s
11,png,1,0,0,1,1615769,0m3.563s
12,png,0,1,0,0,1843140,0m3.769s
13,png,0,0,0,0,1843137,0m3.747s
14,png,0,0,0,1,1843152,0m3.763s
15,png,0,1,1,0,1843145,0m3.726s
2,tiff,1,0,1,1,1536637,0m1.913s
3,tiff,1,0,0,1,1536667,0m1.857s
4,tiff,0,1,0,0,1794976,0m1.928s
5,tiff,0,0,0,0,1795020,0m1.888s
6,tiff,0,0,0,1,1795017,0m1.894s
7,tiff,0,1,1,0,1795027,0m1.891s
8,png,1,1,1,1,1615746,0m3.594s
9,png,1,1,0,1,1615763,0m3.578s
