configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853744,0m2.918s
1,50%,xz,-3,1,4853736,0m2.880s
10,100%,xz,-9,1,4415072,0m3.668s
11,50%,lzma,-6,16,4414351,0m3.717s
12,75%,xz,-3,32,4853744,0m2.895s
13,50%,lzma,-3,16,4852943,0m2.867s
14,50%,lzma,-6,32,4414351,0m3.761s
15,50%,xz,-6,32,4415080,0m3.769s
16,75%,lzma,-3,16,4852943,0m2.874s
17,75%,lzma,-6,32,4414351,0m3.767s
18,100%,lzma,-6,1,4414351,0m3.763s
19,75%,lzma,-3,1,4852943,0m2.880s
2,75%,xz,-9,16,4415080,0m3.673s
20,75%,lzma,-6,1,4414351,0m3.734s
21,75%,lzma,-6,16,4414351,0m3.750s
22,100%,xz,-9,32,4415080,0m3.664s
23,100%,xz,-9,16,4415080,0m3.676s
24,50%,lzma,-9,32,4414351,0m3.700s
25,50%,lzma,-3,32,4852943,0m2.889s
26,100%,xz,-3,1,4853736,0m2.902s
27,100%,lzma,-9,16,4414351,0m3.660s
28,100%,lzma,-3,1,4852943,0m2.884s
29,50%,lzma,-6,1,4414351,0m3.756s
3,100%,xz,-6,32,4415080,0m3.750s
4,50%,lzma,-3,1,4852943,0m2.844s
5,75%,xz,-3,1,4853736,0m2.909s
6,100%,lzma,-6,16,4414351,0m3.744s
7,75%,xz,-6,32,4415080,0m3.750s
8,50%,xz,-3,32,4853744,0m2.891s
9,75%,xz,-9,32,4415080,0m3.660s
