configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914804,0m3.612s
1,50%,xz,-3,1,4914796,0m3.538s
10,100%,xz,-9,1,4489868,0m4.356s
11,50%,lzma,-6,16,4489170,0m4.360s
12,75%,xz,-3,32,4914804,0m3.615s
13,50%,lzma,-3,16,4913990,0m3.563s
14,50%,lzma,-6,32,4489170,0m4.381s
15,50%,xz,-6,32,4489920,0m4.416s
16,75%,lzma,-3,16,4913990,0m3.701s
17,75%,lzma,-6,32,4489170,0m4.358s
18,100%,lzma,-6,1,4489170,0m4.428s
19,75%,lzma,-3,1,4913990,0m3.499s
2,75%,xz,-9,16,4489876,0m4.424s
20,75%,lzma,-6,1,4489170,0m4.428s
21,75%,lzma,-6,16,4489170,0m4.396s
22,100%,xz,-9,32,4489876,0m4.422s
23,100%,xz,-9,16,4489876,0m4.457s
24,50%,lzma,-9,32,4489124,0m4.386s
25,50%,lzma,-3,32,4913990,0m3.568s
26,100%,xz,-3,1,4914796,0m3.541s
27,100%,lzma,-9,16,4489124,0m4.346s
28,100%,lzma,-3,1,4913990,0m3.563s
29,50%,lzma,-6,1,4489170,0m4.355s
3,100%,xz,-6,32,4489920,0m4.396s
4,50%,lzma,-3,1,4913990,0m3.550s
5,75%,xz,-3,1,4914796,0m3.569s
6,100%,lzma,-6,16,4489170,0m4.392s
7,75%,xz,-6,32,4489920,0m4.403s
8,50%,xz,-3,32,4914804,0m3.587s
9,75%,xz,-9,32,4489876,0m4.448s
