configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677984,0m1.776s
1,50%,xz,-3,1,1677976,0m1.765s
10,100%,xz,-9,1,1317152,0m5.174s
11,50%,lzma,-6,16,1316901,0m5.156s
12,75%,xz,-3,32,1677984,0m1.750s
13,50%,lzma,-3,16,1677670,0m1.744s
14,50%,lzma,-6,32,1316901,0m5.108s
15,50%,xz,-6,32,1317160,0m5.131s
16,75%,lzma,-3,16,1677670,0m1.730s
17,75%,lzma,-6,32,1316901,0m5.108s
18,100%,lzma,-6,1,1316901,0m5.117s
19,75%,lzma,-3,1,1677670,0m1.747s
2,75%,xz,-9,16,1317160,0m5.188s
20,75%,lzma,-6,1,1316901,0m5.102s
21,75%,lzma,-6,16,1316901,0m5.098s
22,100%,xz,-9,32,1317160,0m5.175s
23,100%,xz,-9,16,1317160,0m5.221s
24,50%,lzma,-9,32,1316901,0m5.157s
25,50%,lzma,-3,32,1677670,0m1.738s
26,100%,xz,-3,1,1677976,0m1.750s
27,100%,lzma,-9,16,1316901,0m5.170s
28,100%,lzma,-3,1,1677670,0m1.755s
29,50%,lzma,-6,1,1316901,0m5.101s
3,100%,xz,-6,32,1317160,0m5.104s
4,50%,lzma,-3,1,1677670,0m1.744s
5,75%,xz,-3,1,1677976,0m1.754s
6,100%,lzma,-6,16,1316901,0m5.085s
7,75%,xz,-6,32,1317160,0m5.129s
8,50%,xz,-3,32,1677984,0m1.759s
9,75%,xz,-9,32,1317160,0m5.163s
