configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.386s
1,50%,xz,-3,1,10362252,0m12.575s
10,100%,xz,-9,1,8385868,0m36.037s
11,50%,lzma,-6,16,8627467,0m31.232s
12,75%,xz,-3,32,10432656,0m5.362s
13,50%,lzma,-3,16,10360607,0m12.693s
14,50%,lzma,-6,32,8627467,0m31.341s
15,50%,xz,-6,32,8712308,0m19.659s
16,75%,lzma,-3,16,10360607,0m12.629s
17,75%,lzma,-6,32,8627467,0m31.160s
18,100%,lzma,-6,1,8627467,0m31.277s
19,75%,lzma,-3,1,10360607,0m12.626s
2,75%,xz,-9,16,8385876,0m36.217s
20,75%,lzma,-6,1,8627467,0m31.292s
21,75%,lzma,-6,16,8627467,0m31.369s
22,100%,xz,-9,32,8385876,0m35.917s
23,100%,xz,-9,16,8385876,0m36.122s
24,50%,lzma,-9,32,8384529,0m35.747s
25,50%,lzma,-3,32,10360607,0m12.723s
26,100%,xz,-3,1,10362252,0m12.661s
27,100%,lzma,-9,16,8384529,0m35.989s
28,100%,lzma,-3,1,10360607,0m12.698s
29,50%,lzma,-6,1,8627467,0m31.437s
3,100%,xz,-6,32,8712308,0m19.692s
4,50%,lzma,-3,1,10360607,0m12.599s
5,75%,xz,-3,1,10362252,0m12.757s
6,100%,lzma,-6,16,8627467,0m31.326s
7,75%,xz,-6,32,8712308,0m19.661s
8,50%,xz,-3,32,10432656,0m5.351s
9,75%,xz,-9,32,8385876,0m36.140s
