configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853744,0m2.896s
1,50%,xz,-3,1,4853736,0m2.899s
10,100%,xz,-9,1,4415072,0m3.686s
11,50%,lzma,-6,16,4414351,0m3.770s
12,75%,xz,-3,32,4853744,0m2.879s
13,50%,lzma,-3,16,4852943,0m2.860s
14,50%,lzma,-6,32,4414351,0m3.802s
15,50%,xz,-6,32,4415080,0m3.853s
16,75%,lzma,-3,16,4852943,0m2.875s
17,75%,lzma,-6,32,4414351,0m3.763s
18,100%,lzma,-6,1,4414351,0m3.772s
19,75%,lzma,-3,1,4852943,0m2.875s
2,75%,xz,-9,16,4415080,0m3.682s
20,75%,lzma,-6,1,4414351,0m3.780s
21,75%,lzma,-6,16,4414351,0m3.781s
22,100%,xz,-9,32,4415080,0m3.734s
23,100%,xz,-9,16,4415080,0m3.707s
24,50%,lzma,-9,32,4414351,0m3.727s
25,50%,lzma,-3,32,4852943,0m2.925s
26,100%,xz,-3,1,4853736,0m2.900s
27,100%,lzma,-9,16,4414351,0m3.734s
28,100%,lzma,-3,1,4852943,0m2.906s
29,50%,lzma,-6,1,4414351,0m3.789s
3,100%,xz,-6,32,4415080,0m3.779s
4,50%,lzma,-3,1,4852943,0m2.922s
5,75%,xz,-3,1,4853736,0m2.899s
6,100%,lzma,-6,16,4414351,0m3.794s
7,75%,xz,-6,32,4415080,0m3.764s
8,50%,xz,-3,32,4853744,0m2.905s
9,75%,xz,-9,32,4415080,0m3.685s
