configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14838428,0m3.206s
1,50%,xz,-3,1,14777004,0m9.899s
10,100%,xz,-9,1,13374160,0m28.567s
11,50%,lzma,-6,16,13497551,0m25.812s
12,75%,xz,-3,32,14838428,0m3.195s
13,50%,lzma,-3,16,14775082,0m9.863s
14,50%,lzma,-6,32,13497551,0m25.672s
15,50%,xz,-6,32,13577880,0m13.595s
16,75%,lzma,-3,16,14775082,0m9.834s
17,75%,lzma,-6,32,13497551,0m25.766s
18,100%,lzma,-6,1,13497551,0m25.798s
19,75%,lzma,-3,1,14775082,0m9.890s
2,75%,xz,-9,16,13374168,0m28.637s
20,75%,lzma,-6,1,13497551,0m25.695s
21,75%,lzma,-6,16,13497551,0m25.750s
22,100%,xz,-9,32,13374168,0m28.619s
23,100%,xz,-9,16,13374168,0m28.689s
24,50%,lzma,-9,32,13365111,0m28.786s
25,50%,lzma,-3,32,14775082,0m9.889s
26,100%,xz,-3,1,14777004,0m9.900s
27,100%,lzma,-9,16,13365111,0m28.752s
28,100%,lzma,-3,1,14775082,0m9.966s
29,50%,lzma,-6,1,13497551,0m25.775s
3,100%,xz,-6,32,13577880,0m13.580s
4,50%,lzma,-3,1,14775082,0m9.878s
5,75%,xz,-3,1,14777004,0m9.973s
6,100%,lzma,-6,16,13497551,0m25.791s
7,75%,xz,-6,32,13577880,0m13.632s
8,50%,xz,-3,32,14838428,0m3.210s
9,75%,xz,-9,32,13374168,0m28.619s
