configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.293s
1,50%,xz,-3,1,10362252,0m12.667s
10,100%,xz,-9,1,8385868,0m36.631s
11,50%,lzma,-6,16,8627467,0m31.947s
12,75%,xz,-3,32,10432656,0m5.273s
13,50%,lzma,-3,16,10360607,0m12.652s
14,50%,lzma,-6,32,8627467,0m31.906s
15,50%,xz,-6,32,8712308,0m19.930s
16,75%,lzma,-3,16,10360607,0m12.714s
17,75%,lzma,-6,32,8627467,0m32.019s
18,100%,lzma,-6,1,8627467,0m32.105s
19,75%,lzma,-3,1,10360607,0m12.536s
2,75%,xz,-9,16,8385876,0m36.508s
20,75%,lzma,-6,1,8627467,0m31.996s
21,75%,lzma,-6,16,8627467,0m31.842s
22,100%,xz,-9,32,8385876,0m36.533s
23,100%,xz,-9,16,8385876,0m36.623s
24,50%,lzma,-9,32,8384529,0m36.426s
25,50%,lzma,-3,32,10360607,0m12.580s
26,100%,xz,-3,1,10362252,0m12.675s
27,100%,lzma,-9,16,8384529,0m36.328s
28,100%,lzma,-3,1,10360607,0m12.633s
29,50%,lzma,-6,1,8627467,0m31.820s
3,100%,xz,-6,32,8712308,0m19.965s
4,50%,lzma,-3,1,10360607,0m12.623s
5,75%,xz,-3,1,10362252,0m12.540s
6,100%,lzma,-6,16,8627467,0m31.880s
7,75%,xz,-6,32,8712308,0m19.870s
8,50%,xz,-3,32,10432656,0m5.298s
9,75%,xz,-9,32,8385876,0m36.496s
