configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.324s
1,50%,xz,-3,1,3272440,0m2.324s
10,100%,xz,-9,1,2849908,0m5.995s
11,50%,lzma,-6,16,2849620,0m5.765s
12,75%,xz,-3,32,3272440,0m2.331s
13,50%,lzma,-3,16,3271884,0m2.325s
14,50%,lzma,-6,32,2849620,0m5.764s
15,50%,xz,-6,32,2850104,0m5.790s
16,75%,lzma,-3,16,3271884,0m2.311s
17,75%,lzma,-6,32,2849620,0m5.780s
18,100%,lzma,-6,1,2849620,0m5.801s
19,75%,lzma,-3,1,3271884,0m2.314s
2,75%,xz,-9,16,2849908,0m5.899s
20,75%,lzma,-6,1,2849620,0m5.795s
21,75%,lzma,-6,16,2849620,0m5.804s
22,100%,xz,-9,32,2849908,0m5.849s
23,100%,xz,-9,16,2849908,0m5.907s
24,50%,lzma,-9,32,2849422,0m5.866s
25,50%,lzma,-3,32,3271884,0m2.320s
26,100%,xz,-3,1,3272440,0m2.315s
27,100%,lzma,-9,16,2849422,0m5.846s
28,100%,lzma,-3,1,3271884,0m2.295s
29,50%,lzma,-6,1,2849620,0m5.787s
3,100%,xz,-6,32,2850104,0m5.833s
4,50%,lzma,-3,1,3271884,0m2.314s
5,75%,xz,-3,1,3272440,0m2.315s
6,100%,lzma,-6,16,2849620,0m5.803s
7,75%,xz,-6,32,2850104,0m5.815s
8,50%,xz,-3,32,3272440,0m2.325s
9,75%,xz,-9,32,2849908,0m5.879s
