configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.487s
1,50%,xz,-3,1,515648,0m0.457s
10,100%,xz,-9,1,453260,0m1.586s
11,50%,lzma,-6,16,453144,0m1.525s
12,75%,xz,-3,32,515648,0m0.479s
13,50%,lzma,-3,16,515524,0m0.442s
14,50%,lzma,-6,32,453144,0m1.483s
15,50%,xz,-6,32,453260,0m1.512s
16,75%,lzma,-3,16,515524,0m0.443s
17,75%,lzma,-6,32,453144,0m1.505s
18,100%,lzma,-6,1,453144,0m1.489s
19,75%,lzma,-3,1,515524,0m0.443s
2,75%,xz,-9,16,453260,0m1.598s
20,75%,lzma,-6,1,453144,0m1.482s
21,75%,lzma,-6,16,453144,0m1.519s
22,100%,xz,-9,32,453260,0m1.548s
23,100%,xz,-9,16,453260,0m1.547s
24,50%,lzma,-9,32,453144,0m1.536s
25,50%,lzma,-3,32,515524,0m0.464s
26,100%,xz,-3,1,515648,0m0.458s
27,100%,lzma,-9,16,453144,0m1.568s
28,100%,lzma,-3,1,515524,0m0.455s
29,50%,lzma,-6,1,453144,0m1.488s
3,100%,xz,-6,32,453260,0m1.545s
4,50%,lzma,-3,1,515524,0m0.439s
5,75%,xz,-3,1,515648,0m0.483s
6,100%,lzma,-6,16,453144,0m1.525s
7,75%,xz,-6,32,453260,0m1.533s
8,50%,xz,-3,32,515648,0m0.487s
9,75%,xz,-9,32,453260,0m1.557s
