configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14777004,0m10.132s
1,50%,xz,-3,1,14777004,0m10.104s
10,100%,xz,-9,1,13374160,0m28.498s
11,50%,lzma,-6,16,13497551,0m25.415s
12,75%,xz,-3,32,14777004,0m10.056s
13,50%,lzma,-3,16,14775082,0m9.952s
14,50%,lzma,-6,32,13497551,0m25.371s
15,50%,xz,-6,32,13503600,0m25.359s
16,75%,lzma,-3,16,14775082,0m9.989s
17,75%,lzma,-6,32,13497551,0m25.336s
18,100%,lzma,-6,1,13497551,0m25.395s
19,75%,lzma,-3,1,14775082,0m9.939s
2,75%,xz,-9,16,13374160,0m28.527s
20,75%,lzma,-6,1,13497551,0m25.321s
21,75%,lzma,-6,16,13497551,0m25.254s
22,100%,xz,-9,32,13374160,0m28.602s
23,100%,xz,-9,16,13374160,0m28.572s
24,50%,lzma,-9,32,13365111,0m28.501s
25,50%,lzma,-3,32,14775082,0m9.928s
26,100%,xz,-3,1,14777004,0m10.081s
27,100%,lzma,-9,16,13365111,0m28.612s
28,100%,lzma,-3,1,14775082,0m9.945s
29,50%,lzma,-6,1,13497551,0m25.282s
3,100%,xz,-6,32,13503600,0m25.273s
4,50%,lzma,-3,1,14775082,0m9.957s
5,75%,xz,-3,1,14777004,0m10.031s
6,100%,lzma,-6,16,13497551,0m25.325s
7,75%,xz,-6,32,13503600,0m25.407s
8,50%,xz,-3,32,14777004,0m10.013s
9,75%,xz,-9,32,13374160,0m28.637s
