configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.557s
1,50%,xz,-3,1,4914796,0m3.569s
10,100%,xz,-9,1,4489868,0m4.418s
11,50%,lzma,-6,16,4489170,0m4.418s
12,75%,xz,-3,32,4914796,0m3.565s
13,50%,lzma,-3,16,4913990,0m3.512s
14,50%,lzma,-6,32,4489170,0m4.412s
15,50%,xz,-6,32,4489912,0m4.377s
16,75%,lzma,-3,16,4913990,0m3.532s
17,75%,lzma,-6,32,4489170,0m4.374s
18,100%,lzma,-6,1,4489170,0m4.335s
19,75%,lzma,-3,1,4913990,0m3.582s
2,75%,xz,-9,16,4489868,0m4.394s
20,75%,lzma,-6,1,4489170,0m4.381s
21,75%,lzma,-6,16,4489170,0m4.409s
22,100%,xz,-9,32,4489868,0m4.395s
23,100%,xz,-9,16,4489868,0m4.399s
24,50%,lzma,-9,32,4489124,0m4.346s
25,50%,lzma,-3,32,4913990,0m3.543s
26,100%,xz,-3,1,4914796,0m3.577s
27,100%,lzma,-9,16,4489124,0m4.397s
28,100%,lzma,-3,1,4913990,0m3.542s
29,50%,lzma,-6,1,4489170,0m4.384s
3,100%,xz,-6,32,4489912,0m4.390s
4,50%,lzma,-3,1,4913990,0m3.562s
5,75%,xz,-3,1,4914796,0m3.552s
6,100%,lzma,-6,16,4489170,0m4.373s
7,75%,xz,-6,32,4489912,0m4.445s
8,50%,xz,-3,32,4914796,0m3.577s
9,75%,xz,-9,32,4489868,0m4.390s
