configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.867s
1,50%,xz,-3,1,2618064,0m1.853s
10,100%,xz,-9,1,2426816,0m3.154s
11,50%,lzma,-6,16,2426397,0m3.093s
12,75%,xz,-3,32,2618064,0m1.847s
13,50%,lzma,-3,16,2617615,0m1.826s
14,50%,lzma,-6,32,2426397,0m3.195s
15,50%,xz,-6,32,2426816,0m3.111s
16,75%,lzma,-3,16,2617615,0m1.878s
17,75%,lzma,-6,32,2426397,0m3.090s
18,100%,lzma,-6,1,2426397,0m3.147s
19,75%,lzma,-3,1,2617615,0m1.823s
2,75%,xz,-9,16,2426816,0m3.114s
20,75%,lzma,-6,1,2426397,0m3.132s
21,75%,lzma,-6,16,2426397,0m3.084s
22,100%,xz,-9,32,2426816,0m3.131s
23,100%,xz,-9,16,2426816,0m3.147s
24,50%,lzma,-9,32,2426397,0m3.132s
25,50%,lzma,-3,32,2617615,0m1.814s
26,100%,xz,-3,1,2618064,0m1.861s
27,100%,lzma,-9,16,2426397,0m3.137s
28,100%,lzma,-3,1,2617615,0m1.851s
29,50%,lzma,-6,1,2426397,0m3.099s
3,100%,xz,-6,32,2426816,0m3.119s
4,50%,lzma,-3,1,2617615,0m1.842s
5,75%,xz,-3,1,2618064,0m1.861s
6,100%,lzma,-6,16,2426397,0m3.180s
7,75%,xz,-6,32,2426816,0m3.109s
8,50%,xz,-3,32,2618064,0m1.831s
9,75%,xz,-9,32,2426816,0m3.110s
