configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.539s
1,50%,xz,-3,1,2131652,0m2.533s
10,100%,xz,-9,1,1738884,0m11.554s
11,50%,lzma,-6,16,1778958,0m11.309s
12,75%,xz,-3,32,2131652,0m2.513s
13,50%,lzma,-3,16,2131278,0m2.532s
14,50%,lzma,-6,32,1778958,0m11.302s
15,50%,xz,-6,32,1779272,0m11.366s
16,75%,lzma,-3,16,2131278,0m2.520s
17,75%,lzma,-6,32,1778958,0m11.320s
18,100%,lzma,-6,1,1778958,0m11.323s
19,75%,lzma,-3,1,2131278,0m2.533s
2,75%,xz,-9,16,1738884,0m11.605s
20,75%,lzma,-6,1,1778958,0m11.320s
21,75%,lzma,-6,16,1778958,0m11.293s
22,100%,xz,-9,32,1738884,0m11.548s
23,100%,xz,-9,16,1738884,0m11.560s
24,50%,lzma,-9,32,1738572,0m11.604s
25,50%,lzma,-3,32,2131278,0m2.533s
26,100%,xz,-3,1,2131652,0m2.496s
27,100%,lzma,-9,16,1738572,0m11.489s
28,100%,lzma,-3,1,2131278,0m2.505s
29,50%,lzma,-6,1,1778958,0m11.314s
3,100%,xz,-6,32,1779272,0m11.332s
4,50%,lzma,-3,1,2131278,0m2.499s
5,75%,xz,-3,1,2131652,0m2.530s
6,100%,lzma,-6,16,1778958,0m11.289s
7,75%,xz,-6,32,1779272,0m11.361s
8,50%,xz,-3,32,2131652,0m2.531s
9,75%,xz,-9,32,1738884,0m11.552s
