configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3272440,0m2.260s
1,50%,xz,-3,1,3272440,0m2.234s
10,100%,xz,-9,1,2849908,0m5.621s
11,50%,lzma,-6,16,2849620,0m5.665s
12,75%,xz,-3,32,3272440,0m2.272s
13,50%,lzma,-3,16,3271884,0m2.273s
14,50%,lzma,-6,32,2849620,0m5.563s
15,50%,xz,-6,32,2850104,0m5.532s
16,75%,lzma,-3,16,3271884,0m2.220s
17,75%,lzma,-6,32,2849620,0m5.555s
18,100%,lzma,-6,1,2849620,0m5.572s
19,75%,lzma,-3,1,3271884,0m2.250s
2,75%,xz,-9,16,2849908,0m5.722s
20,75%,lzma,-6,1,2849620,0m5.581s
21,75%,lzma,-6,16,2849620,0m5.606s
22,100%,xz,-9,32,2849908,0m5.651s
23,100%,xz,-9,16,2849908,0m5.639s
24,50%,lzma,-9,32,2849422,0m5.666s
25,50%,lzma,-3,32,3271884,0m2.273s
26,100%,xz,-3,1,3272440,0m2.265s
27,100%,lzma,-9,16,2849422,0m5.654s
28,100%,lzma,-3,1,3271884,0m2.291s
29,50%,lzma,-6,1,2849620,0m5.604s
3,100%,xz,-6,32,2850104,0m5.561s
4,50%,lzma,-3,1,3271884,0m2.259s
5,75%,xz,-3,1,3272440,0m2.253s
6,100%,lzma,-6,16,2849620,0m5.555s
7,75%,xz,-6,32,2850104,0m5.640s
8,50%,xz,-3,32,3272440,0m2.258s
9,75%,xz,-9,32,2849908,0m5.631s
